,Date,Coefficient,Feature
247,2011-10-01,0.03397264008482752,ipca_focus
248,2011-10-01,-0.0,U_S__Treasury_10_years_nominal_yield_1_diff
249,2011-10-01,-0.08638870953672545,var_incc_lag1
250,2011-10-01,0.020549979986977444,var_nucleo_por_exclusao_ex0_bacen_lag2
251,2011-10-01,-0.24347300225397656,var_incc_lag2
252,2011-10-01,0.0,VIX_log_1_diff_lag2
253,2011-10-01,0.011092006815612758,crb_metals_log_1_diff_lag2
254,2011-10-01,-0.04505136630745319,caged_saldo_nordeste_1_diff_lag2
255,2011-10-01,-0.0462973574852148,var_incc_lag3
256,2011-10-01,0.0,VIX_log_1_diff_lag3
257,2011-10-01,0.0020372466921752853,crb_metals_log_1_diff_lag3
258,2011-10-01,0.09632499373445823,caged_saldo_norte_1_diff_lag3
259,2011-10-01,0.0036809796192155434,caged_saldo_sudeste_1_diff_lag3
260,2011-10-01,0.0,caged_saldo_sul_1_diff_lag3
261,2011-10-01,0.0667325746382209,caged_saldo_centro_oeste_1_diff_lag3
262,2011-10-01,0.01488943755897057,caged_saldo_brasil_1_diff_lag3
263,2011-10-01,0.0562244909366084,var_incc_lag4
264,2011-10-01,0.05061450914703795,DXY_log_1_diff_lag4
265,2011-10-01,0.01172926015086504,consu_energia_residencia_log_1_diff_lag4
266,2011-10-01,0.04430312680394098,consu_energia_outros_log_1_diff_lag4
267,2011-10-01,0.10644421415364806,base_monetaria_log_1_diff_lag4
268,2011-10-01,0.0002642576404500004,base_monetaria_2_diff_lag4
269,2011-10-01,0.1063540684442835,base_monetaria_log_2_diff_lag4
270,2011-11-01,0.0547984536109262,BRL_USD_log_1_diff
271,2011-11-01,-0.0,VIX_log_1_diff
272,2011-11-01,0.0059175931900254395,DXY_log_1_diff
273,2011-11-01,0.0,Ibovespa_log_1_diff
274,2011-11-01,-0.0,Brasil_CDS5Y_log_1_diff
275,2011-11-01,-0.06577013932821747,crb_metals_log_1_diff
276,2011-11-01,0.0,var_comercializaveis_bacen_lag1
277,2011-11-01,0.0,var_administrados_bacen_lag1
278,2011-11-01,0.0,var_bens_nao_duraveis_bacen_lag1
279,2011-11-01,0.0,var_nucleo_por_exclusao_ex0_bacen_lag1
280,2011-11-01,0.0,var_livres_bacen_lag1
281,2011-11-01,-0.0,var_nucleo_ex_alimentacao_energia_exfe_bacen_lag1
282,2011-11-01,-0.14320723361772003,var_incc_lag1
283,2011-11-01,0.0019873697435761357,consu_energia_comercial_log_1_diff_lag1
284,2011-11-01,-0.16997049411510723,var_incc_lag2
285,2011-11-01,-0.06597601533412688,caged_saldo_nordeste_1_diff_lag2
286,2011-11-01,-0.03561337571479413,var_incc_lag3
287,2011-11-01,-0.0,NOAA_Index_1_diff_lag3
288,2011-11-01,0.0,BRL_USD_log_1_diff_lag3
289,2011-11-01,0.0,VIX_log_1_diff_lag3
290,2011-11-01,0.0,DXY_log_1_diff_lag3
291,2011-11-01,-0.0,Ibovespa_log_1_diff_lag3
292,2011-11-01,0.0,Brasil_CDS5Y_log_1_diff_lag3
293,2011-11-01,0.0,crb_metals_log_1_diff_lag3
294,2011-11-01,-0.0,consu_energia_brasil_total_log_1_diff_lag3
295,2011-11-01,-0.0,consu_energia_comercial_log_1_diff_lag3
296,2011-11-01,0.018291177473442135,caged_saldo_norte_1_diff_lag3
297,2011-11-01,0.0752605555381817,var_incc_lag4
298,2011-11-01,0.0,caged_saldo_sul_1_diff_lag4
299,2011-11-01,0.08131985139337977,caged_saldo_centro_oeste_1_diff_lag4
300,2011-12-01,0.0025914363369049414,ipca_monitor_11
301,2011-12-01,-0.0,ipca_monitor_8
302,2011-12-01,0.0,ipca_monitor_9
303,2011-12-01,0.0,ipca_monitor_0
304,2011-12-01,0.0,ipca_focus
305,2011-12-01,-0.0028904479813537413,MSCI_emerging_log_1_diff
306,2011-12-01,0.038969905690837976,BRL_USD_log_1_diff
307,2011-12-01,0.02576131802309946,DXY_log_1_diff
308,2011-12-01,-0.12204299215064203,var_incc_lag1
309,2011-12-01,-0.013753027689278548,NOAA_Index_1_diff_lag1
310,2011-12-01,-0.19485337853798396,var_incc_lag2
311,2011-12-01,-0.02770820518427658,MSCI_emerging_log_1_diff_lag2
312,2011-12-01,-0.02853757164499236,NOAA_Index_1_diff_lag2
313,2011-12-01,0.016234239749669404,BRL_USD_log_1_diff_lag2
314,2011-12-01,0.037477472157859945,DXY_log_1_diff_lag2
315,2011-12-01,-0.023871048953058784,var_incc_lag3
316,2011-12-01,-0.033603457435547227,MSCI_emerging_log_1_diff_lag3
317,2011-12-01,-0.0,NOAA_Index_1_diff_lag3
318,2011-12-01,0.0,BRL_USD_log_1_diff_lag3
319,2011-12-01,0.016216411476570488,VIX_log_1_diff_lag3
320,2011-12-01,0.0,DXY_log_1_diff_lag3
321,2011-12-01,-0.0,Ibovespa_log_1_diff_lag3
322,2011-12-01,0.0,Brasil_CDS5Y_log_1_diff_lag3
323,2011-12-01,-0.0,crb_metals_log_1_diff_lag3
324,2011-12-01,0.0,consu_energia_brasil_total_log_1_diff_lag3
325,2011-12-01,-0.03558637522183385,var_livres_bacen_lag4
326,2011-12-01,-0.028672402045443336,var_nucleo_ex_alimentacao_energia_exfe_bacen_lag4
327,2011-12-01,0.08736959941437325,var_incc_lag4
328,2011-12-01,0.0,base_monetaria_log_2_diff_lag4
329,2011-12-01,-6.010435685466471e-05,PNAD_DESOC_2_diff_lag4
330,2012-01-01,-0.03135161905350563,MSCI_emerging_log_1_diff
331,2012-01-01,0.0,NOAA_Index_1_diff
332,2012-01-01,0.0,U_S__Treasury_10_years_nominal_yield_1_diff
333,2012-01-01,0.020389427671047046,BRL_USD_log_1_diff
334,2012-01-01,-0.0,VIX_log_1_diff
335,2012-01-01,0.02584424941166807,DXY_log_1_diff
336,2012-01-01,0.0,Ibovespa_log_1_diff
337,2012-01-01,0.0,Brasil_CDS5Y_log_1_diff
338,2012-01-01,-0.0,crb_metals_log_1_diff
339,2012-01-01,0.0,var_comercializaveis_bacen_lag1
340,2012-01-01,0.0,var_administrados_bacen_lag1
341,2012-01-01,0.0,var_bens_nao_duraveis_bacen_lag1
342,2012-01-01,-0.2267767064176659,var_incc_lag2
343,2012-01-01,-0.08354428573145387,var_incc_lag3
344,2012-01-01,-0.03397150564908393,MSCI_emerging_log_1_diff_lag3
345,2012-01-01,-0.0,NOAA_Index_1_diff_lag3
346,2012-01-01,0.005725377044841947,BRL_USD_log_1_diff_lag3
347,2012-01-01,0.02830225192566447,VIX_log_1_diff_lag3
348,2012-01-01,0.0,DXY_log_1_diff_lag3
349,2012-01-01,-0.0,Ibovespa_log_1_diff_lag3
350,2012-01-01,0.0,Brasil_CDS5Y_log_1_diff_lag3
351,2012-01-01,-0.0,crb_metals_log_1_diff_lag3
352,2012-01-01,0.0,consu_energia_brasil_total_log_1_diff_lag3
353,2012-01-01,0.0,consu_energia_industr_log_1_diff_lag3
354,2012-01-01,0.0,consu_energia_residencia_log_1_diff_lag3
355,2012-01-01,0.0,consu_energia_comercial_log_1_diff_lag3
356,2012-01-01,0.007628819669165618,consu_energia_outros_log_1_diff_lag3
357,2012-01-01,0.03869668048801289,var_incc_lag4
358,2012-01-01,-0.007485309483202224,MSCI_emerging_log_1_diff_lag4
359,2012-01-01,-0.010484832506808348,NOAA_Index_1_diff_lag4
360,2012-02-01,-0.0036355634920145954,MSCI_emerging_log_1_diff
361,2012-02-01,0.0,NOAA_Index_1_diff
362,2012-02-01,-0.0,U_S__Treasury_10_years_nominal_yield_1_diff
363,2012-02-01,0.0,BRL_USD_log_1_diff
364,2012-02-01,-0.0,VIX_log_1_diff
365,2012-02-01,0.003787904082764222,DXY_log_1_diff
366,2012-02-01,0.0,Ibovespa_log_1_diff
367,2012-02-01,0.0,Brasil_CDS5Y_log_1_diff
368,2012-02-01,0.036458191421630017,crb_metals_log_1_diff
369,2012-02-01,0.0,var_comercializaveis_bacen_lag1
370,2012-02-01,-0.0,var_administrados_bacen_lag1
371,2012-02-01,0.0,var_bens_nao_duraveis_bacen_lag1
372,2012-02-01,0.00983691686581484,MSCI_emerging_log_1_diff_lag1
373,2012-02-01,-0.011566401739063195,VIX_log_1_diff_lag2
374,2012-02-01,-0.0919502705695863,var_incc_lag3
375,2012-02-01,0.0,caged_saldo_brasil_1_diff_lag3
376,2012-02-01,0.0,base_monetaria_2_diff_lag3
377,2012-02-01,0.0,base_monetaria_log_2_diff_lag3
378,2012-02-01,-0.0,PNAD_DESOC_2_diff_lag3
379,2012-02-01,0.0,var_administrados_bacen_lag4
380,2012-02-01,0.0,var_bens_nao_duraveis_bacen_lag4
381,2012-02-01,-0.0,var_livres_bacen_lag4
382,2012-02-01,-0.0,var_nucleo_por_exclusao_ex1_bacen_lag4
383,2012-02-01,0.0,var_alimentacao_em_domicilio_bacen_lag4
384,2012-02-01,-0.0,var_nucleo_ex_alimentacao_energia_exfe_bacen_lag4
385,2012-02-01,0.010287095281404415,var_incc_lag4
386,2012-02-01,-0.0,NOAA_Index_1_diff_lag4
387,2012-02-01,0.047723325732266356,BRL_USD_log_1_diff_lag4
388,2012-02-01,0.0,VIX_log_1_diff_lag4
389,2012-02-01,0.013864109001547041,DXY_log_1_diff_lag4
