data,ipca_monitor_0,var_ipc_fipe,ipca_monitor_11,ipca_focus,ipca_monitor_1,consu_energia_residencia_log_1_diff_lag2,var_ipc_br,var_ipca_15,ipca_monitor_5,BRL_USD_log_1_diff_lag4,var_livres_bacen_lag1,consu_energia_comercial_log_1_diff_lag1,U_S__Treasury_10_years_nominal_yield_1_diff,consu_energia_outros_log_1_diff_lag4,caged_saldo_nordeste_1_diff_lag1,PNAD_DESOC_2_diff_lag1,consume_confidence_1_diff_lag3,U_S__Treasury_10_years_nominal_yield_1_diff_lag2,consu_energia_brasil_total_log_1_diff_lag1,consu_energia_brasil_total_log_1_diff_lag3,BRL_USD_log_1_diff_lag3,PNAD_DESOC_2_diff_lag3,DXY_log_1_diff_lag4,NOAA_Index_1_diff,BRL_USD_log_1_diff,consu_energia_outros_log_1_diff_lag3,PNAD_DESOC_2_diff_lag4,caged_saldo_nordeste_1_diff_lag3,caged_saldo_nordeste_1_diff_lag2,var_livres_bacen_lag4,var_ipca_bacen
2016-03-01,0.43,0.97,1.61,0.51,1.24,0.065136051,0.5,0.43,0.16,-0.027533614,1.06,-0.006074332,0.034,0.00530257,-24938,0.7,1.62,-0.3485,0.00845353,-0.014250193,0.025771028,0.0,0.03505605,-0.5,-0.073128062,-0.013940237,0.1,-52058,34596,0.98,0.43
2016-04-01,0.61,0.46,1.14,0.53,1.09,-0.041244738,0.49,0.51,0.03,0.025771028,0.68,0.010830431,0.0646,-0.013940237,12080,0.7,1.87,-0.1862,0.018370265,-0.006980605,0.045218971,0.5,-0.008579906,-0.7,-0.038966997,-0.023943682,0.0,34596,-24938,1.1,0.61
2016-05-01,0.78,0.57,0.87,0.72,0.78,-0.003176286,0.64,0.86,-0.58,0.045218971,0.58,0.031307783,0.0125,-0.023943682,20277,0.3,6.19,0.034,0.020674646,0.00845353,-0.019594727,0.7,0.006808769,-0.5,-0.004573148,-0.00404695,0.5,-24938,12080,1.12,0.78
2016-06-01,0.35,0.65,0.71,0.38,0.71,0.04035529,0.26,0.4,-0.53,-0.019594727,0.58,-0.086536945,-0.3761,-0.00404695,5845,0.0,-5.92,0.0646,-0.041061041,0.018370265,-0.073128062,0.7,-0.019242126,-0.5,-0.034265867,0.037722305,0.7,12080,20277,1.06,0.35
2016-07-01,0.52,0.35,1.75,0.42,1.32,-0.074878675,0.37,0.54,0.4,-0.073128062,0.39,-0.074681489,-0.0166,0.037722305,3925,0.1,-1.63,0.0125,-0.028847523,0.020674646,-0.038966997,0.3,-0.008781702,-0.3,-0.04126975,0.00963788,0.7,20277,5845,0.68,0.52
2016-08-01,0.44,0.11,0.36,0.43,0.3,-0.029520384,0.32,0.45,0.27,-0.038966997,0.72,-0.023940851,0.1269,0.00963788,-3336,0.3,3.17,-0.3761,-0.007887214,-0.041061041,-0.004573148,0.0,-0.019631716,-0.1,-0.021743984,-0.010419191,0.3,5845,3925,0.58,0.44
2016-09-01,0.08,-0.14,-0.6,0.23,-0.29,-0.022196672,0.07,0.23,-0.1,-0.004573148,0.5,0.009526717,0.0144,-0.010419191,38961,0.2,7.2,-0.0166,0.011714767,-0.028847523,-0.034265867,0.1,0.001540051,-0.1,0.014569592,-0.030151443,0.0,3925,-3336,0.58,0.08
2016-10-01,0.26,0.27,-0.45,0.3,-0.05,0.004517284,0.34,0.19,0.75,-0.034265867,-0.01,0.036081889,0.2311,-0.030151443,10117,0.0,-0.38,0.1269,0.017123211,-0.007887214,-0.04126975,0.3,0.001308683,-0.1,-0.021676592,-0.016405793,0.1,-3336,38961,0.39,0.26
2016-11-01,0.18,0.15,-0.47,0.3,-0.2,0.043350441,0.17,0.26,0.28,-0.04126975,0.17,0.004704549,0.5554,-0.016405793,-36835,0.0,2.38,0.0144,-0.003840983,0.011714767,-0.021743984,0.2,0.019508958,0.0,0.047851856,0.028257309,0.3,38961,10117,0.72,0.18
2016-12-01,0.3,0.72,-0.05,0.36,0.08,-0.003127014,0.33,0.19,1.11,-0.021743984,0.17,0.042328468,0.0634,0.028257309,-6685,0.1,6.9,0.2311,0.014450818,0.017123211,0.014569592,0.0,-0.0119606,0.1,0.001943879,0.018456238,0.2,10117,-36835,0.5,0.3
2017-01-01,0.38,0.32,0.17,0.46,0.35,0.025285567,0.69,0.31,0.77,0.014569592,0.4,0.025706281,0.0088,0.018456238,-42401,0.1,-0.97,0.5554,0.00069646,-0.003840983,-0.021676592,0.0,0.001295116,0.3,-0.046326383,-0.003915125,0.0,-36835,-6685,-0.01,0.38
2017-02-01,0.33,-0.08,-0.75,0.43,-0.45,0.019830804,0.31,0.54,0.24,-0.021676592,0.25,0.032935544,-0.0632,-0.003915125,15598,0.6,4.32,0.0634,0.015048269,0.014450818,0.047851856,0.1,0.022752875,0.1,-0.030241804,-0.000784868,0.0,-6685,-42401,0.17,0.33
2017-03-01,0.25,0.14,0.31,0.23,0.34,0.047208181,0.47,0.15,-0.86,0.047851856,0.25,-0.012158991,-0.0025,-0.000784868,3795,0.6,0.43,0.0088,-0.013631053,0.00069646,0.001943879,0.1,0.021884249,0.3,0.008028473,0.000157023,0.1,-42401,15598,0.17,0.25
2017-04-01,0.14,0.61,0.68,0.16,0.58,-0.046064167,0.12,0.21,-0.06,0.001943879,0.18,0.035916698,-0.1072,0.000157023,7513,0.5,-8.48,-0.0632,0.043089481,0.015048269,-0.046326383,0.6,0.021555184,0.1,0.003414937,0.024964472,0.1,15598,3795,0.4,0.14
2017-05-01,0.31,-0.05,-0.56,0.46,-0.35,0.066268554,0.52,0.24,-0.42,-0.046326383,0.38,-0.034226301,-0.0774,0.024964472,28376,-0.1,11.55,-0.0025,-0.027910184,-0.013631053,-0.030241804,0.6,-0.008260784,0.1,0.022081466,-0.031580753,0.6,3795,7513,0.25,0.31
2017-06-01,-0.23,0.05,-0.93,-0.17,-0.5,-0.087153561,-0.32,0.16,-0.52,-0.030241804,-0.09,-0.060105074,0.1009,-0.031580753,1491,-0.3,-4.42,-0.1072,-0.032870137,0.043089481,0.008028473,0.5,-0.00547479,0.0,0.027402082,0.032805118,0.6,7513,28376,0.25,-0.23
2017-07-01,0.24,-0.01,-0.81,0.16,-0.47,-0.017758916,0.38,-0.18,0.34,0.008028473,-0.04,-0.033387868,-0.0095,0.032805118,4609,-0.3,-0.37,-0.0774,-0.001075142,-0.027910184,0.003414937,-0.1,0.001113566,-0.2,-0.029676978,-0.012931215,0.5,28376,1491,0.18,0.24
2017-08-01,0.19,0.1,-1.84,0.38,-1.07,-0.013621932,0.13,0.35,1.53,0.003414937,-0.09,-0.051969249,-0.1772,-0.012931215,1660,-0.2,-5.52,0.1009,-0.019445867,-0.032870137,0.022081466,-0.3,-0.007100021,-0.2,-0.01492436,-0.017505918,-0.1,1491,4609,0.38,0.19
2017-09-01,0.16,0.02,-0.74,0.1,-0.41,-0.034122066,-0.02,0.11,0.79,0.022081466,-0.31,0.009570882,0.2166,-0.017505918,13323,-0.2,-3.43,-0.0095,0.01291781,-0.001075142,0.027402082,-0.3,-0.018627103,-0.3,-0.005474668,-0.002209946,-0.3,4609,1660,-0.09,0.16
2017-10-01,0.42,0.32,-0.17,0.48,-0.05,0.004401079,0.33,0.34,0.49,0.027402082,0.13,0.057265898,0.0457,-0.002209946,9680,-0.2,4.72,-0.1772,0.029738777,-0.019445867,-0.029676978,-0.2,-0.013128359,-0.3,0.018769902,-0.025609594,-0.3,1660,13323,-0.04,0.42
2017-11-01,0.28,0.29,-0.72,0.38,-0.38,0.057683336,0.36,0.32,0.52,-0.029676978,0.23,0.026901234,0.0304,-0.025609594,8157,-0.2,-3.3,0.2166,0.008347741,0.01291781,-0.01492436,-0.2,-0.020892163,-0.1,0.019536913,0.032224833,-0.2,13323,9680,-0.09,0.28
2017-12-01,0.44,0.55,0.42,0.29,0.54,0.007004339,0.21,0.35,1.23,-0.01492436,-0.07,0.024595834,-0.0043,0.032224833,-34043,-0.2,-1.81,0.0457,0.012404944,0.029738777,-0.005474668,-0.2,-0.018509006,-0.2,0.011505981,0.023581608,-0.2,9680,8157,-0.31,0.44
2018-01-01,0.29,0.46,1.12,0.4,0.74,0.025358076,0.69,0.39,1.1,-0.005474668,0.52,0.01707407,0.2996,0.023581608,-38090,-0.2,3.14,0.0304,-0.005564452,0.008347741,0.018769902,-0.2,-0.008609161,0.1,-0.027051018,0.016272886,-0.2,8157,-34043,0.13,0.29
2018-02-01,0.32,-0.42,-0.61,0.32,-0.33,-0.001833821,0.17,0.38,0.74,0.018769902,0.32,-0.0011818,0.1556,0.016272886,28297,0.472340913,1.15,-0.0043,0.011272888,0.012404944,0.019536913,-0.2,0.014685394,0.0,0.011143849,-0.019190354,-0.2,-34043,-38090,0.23,0.32
2018-03-01,0.09,0.0,-0.18,0.14,0.07,0.044113486,0.17,0.1,-0.25,0.019536913,0.24,-0.005137336,-0.1217,-0.019190354,-19918,0.432961089,5.5,0.2996,-0.022367892,-0.005564452,0.011505981,-0.2,0.0020328,0.2,0.010479068,-0.017372858,-0.2,-38090,28297,-0.07,0.09
2018-04-01,0.22,-0.03,0.27,0.3,0.09,-0.025238467,0.34,0.21,0.0,0.011505981,0.04,0.038092441,0.2142,-0.017372858,12345,0.537531002,7.5,0.1556,0.048292806,0.011272888,-0.027051018,0.472340913,-0.005883102,0.2,0.03927027,0.032784775,-0.2,28297,-19918,0.52,0.22
2018-05-01,0.4,0.19,0.36,0.3,0.32,0.024652864,0.41,0.14,0.4,-0.027051018,0.09,-0.002418381,-0.0945,0.032784775,18055,-0.243683433,3.61,-0.1217,-0.010073189,-0.022367892,0.011143849,0.432961089,-0.028525109,0.3,0.063557799,-0.029348346,0.472340913,-19918,12345,0.32,0.4
2018-06-01,1.26,1.01,3.09,1.17,2.03,-0.001423607,1.19,1.11,1.58,0.011143849,0.07,-0.056221814,0.0015,-0.029348346,6263,-0.171453909,-4.93,0.2142,-0.035822635,0.048292806,0.010479068,0.537531002,-0.01208289,0.2,0.040770141,0.027529612,0.432961089,12345,18055,0.24,1.26
2018-07-01,0.33,0.23,-0.59,0.29,-0.12,-0.045606601,0.17,0.64,0.49,0.010479068,0.83,-0.074564347,0.0997,0.027529612,-7129,-0.259107572,-5.7,-0.0945,-0.027368553,-0.010073189,0.03927027,-0.243683433,0.002291494,0.1,0.010483399,-0.004408977,0.537531002,18055,6263,0.04,0.33
2018-08-01,-0.09,0.41,-0.72,0.0,-0.34,-0.029823726,0.07,0.13,-1.22,0.03927027,0.13,-0.020247171,-0.0994,-0.004408977,3582,-0.124677146,3.56,0.0015,0.007951965,-0.035822635,0.063557799,-0.171453909,0.004669261,0.1,0.027613587,0.010760125,-0.243683433,6263,-7129,0.09,-0.09
2018-09-01,0.48,0.39,0.0,0.42,0.1,-0.025164891,0.45,0.09,1.69,0.063557799,-0.16,0.02169855,0.2008,0.010760125,29297,-0.177923082,-9.5,0.0997,0.013951256,-0.027368553,0.040770141,-0.259107572,0.03338008,0.3,0.04473113,-0.019483112,-0.171453909,-7129,3582,0.07,0.48
2018-10-01,0.45,0.48,0.91,0.55,0.59,0.001666667,0.48,0.58,0.92,0.040770141,0.31,0.019532432,0.0823,-0.019483112,25717,-0.247885915,-0.52,-0.0994,-0.000256121,0.007951965,0.010483399,-0.124677146,0.010698409,0.3,-0.088365534,-0.003541462,-0.259107572,3582,29297,0.83,0.45
2018-11-01,-0.21,0.15,0.34,-0.08,0.39,0.029265045,-0.17,0.19,-0.74,0.010483399,0.42,0.055331496,-0.1556,-0.003541462,-48751,-0.156336518,0.9,0.2008,0.034120113,0.013951256,0.027613587,-0.177923082,0.002357063,0.1,0.007755133,0.028436494,-0.124677146,29297,25717,0.13,-0.21
2018-12-01,0.15,0.09,0.5,0.11,0.44,0.035047944,0.29,-0.16,-0.54,0.027613587,0.07,0.01906089,-0.3037,0.028436494,-6125,-0.15198244,2.41,0.0823,0.000346526,-0.000256121,0.04473113,-0.247885915,0.00946131,-0.1,0.024611354,0.012515062,-0.177923082,25717,-48751,-0.16,0.15
2019-01-01,0.32,0.58,0.97,0.38,0.9,0.019926795,0.57,0.3,0.02,0.04473113,0.52,0.02348751,-0.0549,0.012515062,-51285,0.006452488,1.12,-0.1556,-0.013278224,0.034120113,-0.088365534,-0.156336518,-0.007982705,-0.1,-0.040110781,0.008257198,-0.247885915,-48751,-6125,0.31,0.32
2019-02-01,0.43,0.54,1.24,0.36,0.78,-0.010687059,0.35,0.34,-0.34,-0.088365534,0.41,0.046736889,0.0857,0.008257198,13705,0.450914164,6.59,-0.3037,0.043479776,0.000346526,0.007755133,-0.15198244,0.012119942,0.0,-0.002898859,-0.016284594,-0.156336518,-6125,-51285,0.42,0.43
2019-03-01,0.75,0.51,2.07,0.56,1.37,0.106236872,0.65,0.54,1.44,0.007755133,0.48,0.010285385,-0.31,-0.016284594,17838,0.384294574,13.3,-0.0549,-0.011665249,-0.013278224,0.024611354,0.006452488,0.009170125,0.0,0.032637721,0.003575689,-0.15198244,-51285,13705,0.07,0.75
2019-04-01,0.57,0.29,0.62,0.61,0.63,-0.024331339,0.63,0.72,0.94,0.024611354,0.75,-0.018938097,0.0968,0.003575689,-11287,0.294716147,0.84,0.0857,-0.000388765,0.043479776,-0.040110781,0.450914164,0.001253309,0.0,0.012685366,-0.004770432,0.006452488,13705,17838,0.52,0.57
2019-05-01,0.13,-0.02,-0.89,0.23,-0.56,-0.019432062,0.22,0.35,0.07,-0.040110781,0.41,-0.034479642,-0.3772,-0.004770432,39321,-0.232965018,10.75,-0.31,-0.035244958,-0.011665249,-0.002898859,0.384294574,-0.009619246,-0.2,0.026008486,0.014243564,0.450914164,17838,-11287,0.41,0.13
2019-06-01,0.01,0.15,-0.39,-0.03,-0.25,-0.06807621,-0.02,0.06,-0.31,-0.002898859,-0.23,-0.001800644,-0.1195,0.014243564,-12274,-0.218192213,-13.86,0.0968,0.018902363,-0.000388765,0.032637721,0.294716147,0.005398629,0.0,-0.035238508,-0.018436443,0.384294574,-11287,39321,0.48,0.01
2019-07-01,0.19,0.14,-0.06,0.23,0.01,0.030475631,0.31,0.09,-0.17,0.032637721,0.08,-0.084159908,0.0093,-0.018436443,1823,-0.25447873,-3.82,-0.3772,-0.05170813,-0.035244958,0.012685366,-0.232965018,0.003147873,-0.2,-0.020556871,-0.029234725,0.294716147,39321,-12274,0.75,0.19
2019-08-01,0.11,0.33,-0.84,0.12,-0.35,-0.07637431,0.17,0.08,-0.39,0.012685366,0.12,-0.032159857,-0.5183,-0.029234725,-2560,-0.189812227,-4.7,-0.1195,-0.002474378,0.018902363,0.026008486,-0.218192213,0.006012744,-0.2,0.063196289,0.017764633,-0.232965018,-12274,1823,0.41,0.11
2019-09-01,-0.04,0.0,-0.7,0.05,-0.43,-0.00890834,0.0,0.09,0.0,0.026008486,-0.06,0.004472989,0.1685,0.017764633,32115,-0.003669353,-9.63,0.0093,0.007689548,-0.05170813,-0.035238508,-0.25447873,0.003811501,0.1,0.023003327,-0.025520217,-0.218192213,1823,-2560,-0.23,-0.04
2019-10-01,0.1,0.16,-0.03,0.08,0.05,0.003190668,-0.09,0.09,0.45,-0.035238508,-0.1,0.042007586,0.0264,-0.025520217,22338,-0.045801364,3.54,-0.5183,0.015917362,-0.002474378,-0.020556871,-0.189812227,-0.009540409,0.1,-0.008626711,-0.006248068,-0.25447873,-2560,32115,0.08,0.1
2019-11-01,0.51,0.68,1.01,0.45,0.72,0.035056796,0.49,0.14,0.3,-0.020556871,0.18,0.068164257,0.0848,-0.006248068,-35259,-0.1490432,3.66,0.1685,0.044972099,0.007689548,0.063196289,-0.003669353,0.005496099,0.2,0.01767472,0.021852865,-0.189812227,32115,22338,0.12,0.51
2019-12-01,1.15,0.94,4.69,1.03,3.38,0.050884563,0.77,1.05,1.54,0.063196289,0.35,0.042908791,0.1417,0.021852865,-1952,-0.464425127,-2.39,0.0264,0.017475704,0.015917362,0.023003327,-0.045801364,0.006773827,0.0,-0.013337159,0.037609727,-0.003669353,22338,-35259,-0.06,1.15
2020-01-01,0.369565217,0.29,0.83,0.34,0.62,0.036975971,0.59,0.71,0.552173913,0.023003327,1.44,-0.005822974,-0.4107,0.037609727,-54627,-0.206762497,-0.37,0.0848,-0.023973834,0.044972099,-0.008626711,-0.1490432,0.006169312,0.0,0.011640565,0.024501736,-0.045801364,-35259,-1952,-0.1,0.21
2020-02-01,0.225217391,0.11,0.04,0.15,0.1,-0.01811217,-0.01,0.22,-0.113043478,-0.008626711,0.1,-0.003485191,-0.3582,0.024501736,28549,0.273327855,6.82,0.1417,0.012833333,0.017475704,0.01767472,-0.464425127,-0.00445836,0.0,0.045702754,0.024899913,-0.1490432,-1952,-54627,0.18,0.25
2020-03-01,0.2644,0.1,1.31,0.1,1.05,0.056406827,0.34,0.02,-0.2896,0.01767472,0.44,0.002366275,-0.4791,0.024899913,4916,0.39775644,2.62,-0.4107,-0.008870801,-0.023973834,-0.013337159,-0.206762497,-0.00089846,-0.1,0.118868335,-0.022453693,-0.464425127,-54627,28549,0.35,0.07
2020-04-01,-0.069090909,-0.3,2.105,-0.2,1.525,-0.041600178,-0.18,-0.01,-1.790454545,-0.013337159,0.17,-0.028131783,-0.0302,-0.022453693,-51919,0.620979427,0.01,-0.3582,0.004262944,0.012833333,0.011640565,0.273327855,-0.007222867,-0.2,0.08448688,-0.012582421,-0.206762497,28549,4916,1.44,-0.31
2020-05-01,-0.452173913,-0.24,0.52,-0.43,0.37,0.003949229,-0.54,-0.59,-2.600434783,0.011640565,0.3,-0.201751684,0.0133,-0.012582421,-80977,0.367012388,10.52,-0.4791,-0.098928864,-0.008870801,0.045702754,0.39775644,0.000689678,-0.3,0.056435851,-0.033595464,0.273327855,4916,-51919,0.1,-0.38
2020-06-01,0.290833333,0.39,0.705,0.25,0.565,-0.009212186,0.36,0.02,0.695416667,0.045702754,-0.16,-0.101056149,0.0035,-0.033595464,81036,0.372137708,-7.21,-0.0302,-0.031070249,0.004262944,0.118868335,0.620979427,0.014126255,-0.2,-0.080112748,0.017752387,0.39775644,-51919,-80977,0.44,0.26
2020-07-01,0.55826087,0.25,0.34,0.36,0.33,-0.046697859,0.49,0.3,1.439130435,0.118868335,0.04,-0.028636124,-0.1279,0.017752387,50613,0.485777175,-12.61,0.0133,-0.009875868,-0.098928864,0.08448688,0.367012388,0.000130457,-0.1,0.01554494,-0.05673231,0.620979427,-80977,81036,0.17,0.36
2020-08-01,0.425217391,0.78,1.48,0.22,0.96,-0.031101332,0.53,0.23,0.837391304,0.08448688,0.06,0.056138071,0.1766,-0.05673231,29459,0.511058326,-15.15,0.0035,0.057051239,-0.031070249,0.056435851,0.372137708,0.010532546,-0.2,0.032792868,-0.017523536,0.367012388,81036,50613,0.3,0.24
2020-09-01,0.567826087,1.12,2.94,0.45,2.33,0.026924537,0.82,0.45,1.107391304,0.056435851,0.05,0.051714436,-0.0208,-0.017523536,34549,0.665778041,3.61,-0.1279,0.035614766,-0.009875868,-0.080112748,0.485777175,-0.002835637,-0.3,-0.010022825,-0.010888819,0.372137708,50613,29459,-0.16,0.64
2020-10-01,0.693333333,1.19,2.595,0.8,2.07,0.012309676,0.65,0.94,0.749583333,-0.080112748,0.82,0.064438516,0.1897,-0.010888819,24301,0.11545853,2.41,0.1766,0.027893358,0.057051239,0.01554494,0.511058326,-0.025490076,-0.3,0.041332229,0.016764183,0.485777175,29459,34549,0.04,0.86
2020-11-01,0.771666667,1.03,2.825,0.77,2.14,0.032212647,0.94,0.81,1.112916667,0.01554494,1.08,0.098088413,-0.0348,0.016764183,-15896,-0.309258481,-0.22,-0.0208,0.06179015,0.035614766,0.032792868,0.665778041,-0.015744611,-0.1,-0.038509021,0.044135056,0.511058326,34549,24301,0.06,0.89
2020-12-01,1.142083333,0.79,2.08,1.21,1.63,0.067139303,1.07,1.06,0.693333333,0.032792868,1.06,-0.027996037,0.0743,0.044135056,-72413,-0.223108732,5.74,0.1897,-0.035401717,0.027893358,-0.010022825,0.11545853,-0.026892513,0.1,-0.052177605,0.028524296,0.665778041,24301,-15896,0.05,1.35
2021-01-01,0.238695652,0.86,1.95,0.3,1.47,-0.024123638,0.27,0.78,0.314347826,-0.010022825,1.11,0.050453781,0.1523,0.028524296,3278,-0.178053869,-0.75,-0.0348,0.01746623,0.06179015,0.041332229,-0.309258481,0.004249431,0.2,0.04124821,0.056110882,0.11545853,-15896,-72413,0.82,0.25
2021-02-01,0.637391304,0.23,0.14,0.68,0.21,0.041016059,0.54,0.48,1.722608696,0.041332229,0.44,0.017662249,0.3394,0.056110882,27638,0.280980992,4.04,0.0743,0.021864948,-0.035401717,-0.038509021,-0.223108732,-0.000307848,0.1,0.010647321,-0.06825738,-0.309258481,-72413,3278,1.08,0.86
2021-03-01,1.096,0.71,0.14,0.96,0.16,0.025291518,1.0,0.93,4.0112,-0.038509021,0.58,-0.016200552,0.3355,-0.06825738,12271,0.147281159,0.06,0.1523,-0.037498483,0.01746623,-0.052177605,-0.178053869,-0.009628513,0.1,0.040451795,-0.007629628,-0.223108732,3278,27638,1.06,0.93
2021-04-01,0.375652174,0.44,0.59,0.3,0.45,-0.058667406,0.23,0.6,0.293913043,-0.052177605,0.28,0.064654701,-0.1145,-0.007629628,-35876,0.300157391,4.38,0.3394,0.050593167,0.021864948,0.04124821,0.280980992,-0.021895701,0.1,-0.014792028,0.041044225,-0.178053869,27638,12271,1.11,0.31
2021-05-01,0.789565217,0.41,0.29,0.7,0.36,0.029085167,0.81,0.44,1.028695652,0.04124821,0.28,-0.097590597,-0.0316,0.041044225,14699,-0.112600245,0.14,0.3355,-0.023263868,-0.037498483,0.010647321,0.147281159,-0.002918015,0.2,-0.04852608,-0.03356364,0.280980992,12271,-35876,0.44,0.83
2021-06-01,0.593043478,0.81,0.59,0.58,0.53,0.007740035,0.64,0.83,1.119565217,0.010647321,0.38,-0.063596647,-0.1263,-0.03356364,18405,-0.067904919,-3.33,-0.1145,-0.04487702,0.050593167,0.040451795,0.300157391,0.004484574,0.1,-0.052938017,0.010232165,0.147281159,-35876,14699,0.58,0.53
2021-07-01,0.91125,1.02,0.915,0.95,0.775,-0.109452683,0.92,0.72,0.897083333,0.040451795,0.43,-0.008370708,-0.2457,0.010232165,12222,-0.495810081,-7.95,-0.0316,-0.008767018,-0.023263868,-0.014792028,-0.112600245,0.014787805,0.0,0.027575296,0.002946378,0.300157391,14699,18405,0.28,0.96
2021-08-01,0.7112,1.44,1.56,0.68,1.26,0.002169017,0.71,0.89,0.9328,-0.014792028,0.7,-0.025389655,0.0865,0.002946378,4316,-0.520560055,0.95,-0.1263,-0.005904259,-0.04487702,-0.04852608,-0.067904919,-0.004591294,-0.1,0.016905356,-0.01288048,-0.112600245,18405,12222,0.28,0.87
2021-09-01,1.158636364,1.13,1.68,1.175,1.335,-0.025232342,1.43,1.14,1.674090909,-0.04852608,0.84,0.034491304,0.1785,-0.01288048,28796,-0.573037687,1.42,-0.2457,0.017682553,-0.008767018,-0.052938017,-0.495810081,-0.014226825,-0.2,0.005776555,-0.009431914,-0.067904919,12222,4316,0.38,1.16
2021-10-01,0.800434783,1.0,1.15,1.0,1.06,0.011555911,0.77,1.2,1.635217391,-0.052938017,0.88,0.061217581,0.0648,-0.009431914,8308,-0.497209391,3.66,0.0865,0.025224301,-0.005904259,0.027575296,-0.520560055,0.008558059,-0.1,0.047517462,-0.011345708,-0.495810081,4316,28796,0.43,1.25
2021-11-01,1.031666667,0.72,0.76,1.08,0.685,0.062149084,1.08,1.17,3.142083333,0.027575296,1.21,0.028991464,-0.1078,-0.011345708,-40017,-0.564140112,1.01,0.1785,0.015233884,0.017682553,0.016905356,-0.573037687,0.015739147,-0.2,0.003233155,0.031154234,-0.520560055,28796,8308,0.7,0.95
2021-12-01,0.486521739,0.57,0.55,0.66,0.63,-0.00461527,0.57,0.78,0.492608696,0.016905356,0.45,-0.000534259,0.0658,0.031154234,6726,-0.52058253,2.67,0.0648,-0.017238132,0.025224301,0.005776555,-0.497209391,0.003080791,0.0,0.016851122,0.019134448,-0.573037687,8308,-40017,0.84,0.73
2022-01-01,0.332608696,0.74,1.38,0.55,1.22,-0.01284333,0.49,0.58,-0.149130435,0.005776555,0.99,0.061402346,0.2666,0.019134448,-74004,-0.410177757,-5.29,-0.1078,0.02469902,0.015233884,0.047517462,-0.564140112,0.001908115,0.0,-0.021940933,0.016216184,-0.497209391,-40017,6726,0.88,0.54
2022-02-01,0.654285714,0.9,1.44,0.9,1.22,0.055545833,0.28,0.99,0.023333333,0.047517462,0.87,0.001255651,0.0483,0.016216184,21211,0.063672343,-0.02,0.0658,-0.008964472,-0.017238132,0.003233155,-0.52058253,0.010053103,0.1,-0.062810559,-0.055008748,-0.564140112,6726,-74004,1.21,1.01
2022-03-01,1.114166667,1.28,2.395,1.23,1.845,-0.00160618,1.35,0.95,1.775416667,0.003233155,1.34,0.001254076,0.513,-0.055008748,22697,-0.007042887,2.65,0.2666,-0.016164554,0.02469902,0.016851122,-0.410177757,0.015681007,-0.1,-0.045484144,0.022161984,-0.52058253,-74004,21211,0.45,1.62
2022-04-01,1.044347826,1.62,2.09,0.96,1.75,-0.011083857,1.08,1.73,2.555652174,0.016851122,1.24,0.051775695,0.5956,0.022161984,-33048,-0.058941351,-3.65,0.0483,0.065231216,-0.008964472,-0.021940933,0.063672343,0.008207951,-0.1,-0.042714599,-0.011093968,-0.410177757,21211,22697,0.99,1.06
2022-05-01,0.3264,0.42,0.76,0.54,0.77,0.074621993,0.5,0.59,1.1824,-0.021940933,1.25,-0.020924284,-0.0895,-0.011093968,34776,-0.622084931,-4.3,0.513,-0.033251815,-0.016164554,-0.062810559,-0.007042887,-0.002704504,0.1,0.040610039,-0.030813494,0.063672343,22697,-33048,0.87,0.47
2022-06-01,0.642272727,0.28,1.54,0.7,1.44,-0.078344082,0.67,0.69,0.287272727,-0.062810559,0.83,-0.07925313,0.1688,-0.030813494,19034,-0.691736769,1.07,0.5956,-0.027235706,0.065231216,-0.045484144,-0.058941351,0.000386708,0.1,0.021394778,0.051569372,-0.007042887,-33048,34776,1.34,0.67
2022-07-01,-0.642173913,0.16,1.96,-0.65,1.68,-0.047326816,-1.19,0.13,-4.314347826,-0.045484144,0.74,-0.060879521,-0.3642,0.051569372,3275,-0.526868619,-0.77,-0.0895,-0.026776232,-0.033251815,-0.042714599,-0.622084931,0.026310679,0.1,0.059491213,-0.027921158,-0.058941351,34776,19034,1.24,-0.68
2022-08-01,-0.6124,0.12,-0.23,-0.36,0.08,-0.029845558,-0.57,-0.73,-3.8216,-0.042714599,0.65,0.000698763,0.5439,-0.027921158,-2907,-0.199463378,1.52,0.1688,0.007155753,-0.027235706,0.040610039,-0.691736769,0.022029966,-0.1,-0.042647553,-0.000599431,-0.622084931,19034,3275,1.25,-0.36
2022-09-01,-0.29826087,0.12,-0.61,-0.26,-0.37,0.005106109,0.02,-0.37,-1.937391304,0.040610039,0.39,0.020739026,0.636,-0.000599431,16794,-0.187095482,-2.27,-0.3642,0.022541299,-0.026776232,0.021394778,-0.526868619,0.023379432,-0.1,0.017641479,-0.025813763,-0.691736769,3275,-2907,0.83,-0.29
2022-10-01,0.509130435,0.45,0.85,0.4365,0.75,0.008231868,0.69,0.16,0.232608696,0.021394778,0.02,0.011563968,0.2192,-0.025813763,20649,-0.216180452,1.98,0.5439,0.00248665,0.007155753,0.059491213,-0.199463378,0.007679589,0.0,0.003185485,-0.031406378,-0.526868619,-2907,16794,0.74,0.59
2022-11-01,0.677391304,0.47,1.25,0.53,1.02,0.034908552,0.57,0.53,0.930434783,0.059491213,0.73,0.011966529,-0.4424,-0.031406378,-54435,-0.398480697,1.18,0.636,0.004907754,0.022541299,-0.042647553,-0.187095482,0.028945395,0.1,0.005300207,0.072984893,-0.199463378,16794,20649,0.65,0.41
