"var_ipc_fipe","var_ipca_15","var_ipc_br","ipca_monitor_1","ipca_monitor_11","ipca_monitor_2","ipca_monitor_5","ipca_monitor_6","ipca_monitor_8","ipca_monitor_9","ipca_monitor_0","ipca_focus","MSCI_emerging_log_1_diff","NOAA_Index_1_diff","U.S..Treasury.10.years.nominal.yield_1_diff","BRL_USD_log_1_diff","VIX_log_1_diff","DXY_log_1_diff","Ibovespa_log_1_diff","Brasil_CDS5Y_log_1_diff","crb_metals_log_1_diff","var_ipca_bacen_lag1","var_comercializaveis_bacen_lag1","var_administrados_bacen_lag1","var_bens_nao_duraveis_bacen_lag1","var_nucleo_por_exclusao_ex0_bacen_lag1","var_livres_bacen_lag1","var_nucleo_por_exclusao_ex1_bacen_lag1","var_alimentacao_em_domicilio_bacen_lag1","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag1","var_incc_lag1","caged_saldo_sul_lag1","MSCI_emerging_log_1_diff_lag1","NOAA_Index_1_diff_lag1","U.S..Treasury.10.years.nominal.yield_1_diff_lag1","BRL_USD_log_1_diff_lag1","VIX_log_1_diff_lag1","DXY_log_1_diff_lag1","Ibovespa_log_1_diff_lag1","Brasil_CDS5Y_log_1_diff_lag1","crb_metals_log_1_diff_lag1","consu_energia_brasil_total_log_1_diff_lag1","consu_energia_industr_log_1_diff_lag1","consu_energia_residencia_log_1_diff_lag1","consu_energia_comercial_log_1_diff_lag1","consu_energia_outros_log_1_diff_lag1","base_monetaria_log_1_diff_lag1","consume_confidence_1_diff_lag1","caged_saldo_norte_1_diff_lag1","caged_saldo_nordeste_1_diff_lag1","caged_saldo_sudeste_1_diff_lag1","caged_saldo_sul_1_diff_lag1","caged_saldo_centro_oeste_1_diff_lag1","caged_saldo_brasil_1_diff_lag1","base_monetaria_2_diff_lag1","base_monetaria_log_2_diff_lag1","PNAD_DESOC_2_diff_lag1","var_ipca_bacen_lag2","var_administrados_bacen_lag2","var_bens_nao_duraveis_bacen_lag2","var_nucleo_por_exclusao_ex0_bacen_lag2","var_livres_bacen_lag2","var_nucleo_por_exclusao_ex1_bacen_lag2","var_alimentacao_em_domicilio_bacen_lag2","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag2","var_incc_lag2","MSCI_emerging_log_1_diff_lag2","NOAA_Index_1_diff_lag2","U.S..Treasury.2.years.nominal.yield_1_diff_lag2","U.S..Treasury.10.years.nominal.yield_1_diff_lag2","BRL_USD_log_1_diff_lag2","VIX_log_1_diff_lag2","DXY_log_1_diff_lag2","Ibovespa_log_1_diff_lag2","Brasil_CDS5Y_log_1_diff_lag2","crb_metals_log_1_diff_lag2","consu_energia_brasil_total_log_1_diff_lag2","consu_energia_industr_log_1_diff_lag2","consu_energia_residencia_log_1_diff_lag2","consu_energia_comercial_log_1_diff_lag2","consu_energia_outros_log_1_diff_lag2","ibc_br_sa_log_1_diff_lag2","base_monetaria_log_1_diff_lag2","consume_confidence_1_diff_lag2","caged_saldo_norte_1_diff_lag2","caged_saldo_nordeste_1_diff_lag2","caged_saldo_sudeste_1_diff_lag2","caged_saldo_sul_1_diff_lag2","caged_saldo_centro_oeste_1_diff_lag2","caged_saldo_brasil_1_diff_lag2","base_monetaria_2_diff_lag2","base_monetaria_log_2_diff_lag2","PNAD_DESOC_2_diff_lag2","var_ipca_bacen_lag3","var_administrados_bacen_lag3","var_bens_nao_duraveis_bacen_lag3","var_livres_bacen_lag3","var_nucleo_por_exclusao_ex1_bacen_lag3","var_alimentacao_em_domicilio_bacen_lag3","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag3","var_incc_lag3","MSCI_emerging_log_1_diff_lag3","NOAA_Index_1_diff_lag3","BRL_USD_log_1_diff_lag3","VIX_log_1_diff_lag3","DXY_log_1_diff_lag3","Ibovespa_log_1_diff_lag3","Brasil_CDS5Y_log_1_diff_lag3","crb_metals_log_1_diff_lag3","consu_energia_brasil_total_log_1_diff_lag3","consu_energia_industr_log_1_diff_lag3","consu_energia_residencia_log_1_diff_lag3","consu_energia_comercial_log_1_diff_lag3","consu_energia_outros_log_1_diff_lag3","ibc_br_sa_log_1_diff_lag3","base_monetaria_log_1_diff_lag3","consume_confidence_1_diff_lag3","caged_saldo_norte_1_diff_lag3","caged_saldo_nordeste_1_diff_lag3","caged_saldo_sudeste_1_diff_lag3","caged_saldo_sul_1_diff_lag3","caged_saldo_centro_oeste_1_diff_lag3","caged_saldo_brasil_1_diff_lag3","base_monetaria_2_diff_lag3","base_monetaria_log_2_diff_lag3","PNAD_DESOC_2_diff_lag3","var_ipca_bacen_lag4","var_administrados_bacen_lag4","var_bens_nao_duraveis_bacen_lag4","var_livres_bacen_lag4","var_nucleo_por_exclusao_ex1_bacen_lag4","var_alimentacao_em_domicilio_bacen_lag4","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag4","var_incc_lag4","MSCI_emerging_log_1_diff_lag4","NOAA_Index_1_diff_lag4","BRL_USD_log_1_diff_lag4","VIX_log_1_diff_lag4","DXY_log_1_diff_lag4","Ibovespa_log_1_diff_lag4","Brasil_CDS5Y_log_1_diff_lag4","crb_metals_log_1_diff_lag4","consu_energia_brasil_total_log_1_diff_lag4","consu_energia_industr_log_1_diff_lag4","consu_energia_residencia_log_1_diff_lag4","consu_energia_comercial_log_1_diff_lag4","consu_energia_outros_log_1_diff_lag4","ibc_br_sa_log_1_diff_lag4","base_monetaria_log_1_diff_lag4","consume_confidence_1_diff_lag4","caged_saldo_norte_1_diff_lag4","caged_saldo_nordeste_1_diff_lag4","caged_saldo_sudeste_1_diff_lag4","caged_saldo_sul_1_diff_lag4","caged_saldo_centro_oeste_1_diff_lag4","caged_saldo_brasil_1_diff_lag4","base_monetaria_2_diff_lag4","base_monetaria_log_2_diff_lag4","PNAD_DESOC_2_diff_lag4","var_ipca_bacen","data","dummy"
0.48,0.48,0.55,1.03,1.07,0.56,0.17,0.39,0.09,0.08,0.57,0.57,0.047428423,0.1,-0.0558,-0.033981558,0.040087525,-0.016604526,0.009955486,-0.10251921,0.001644859,0.35,0.61,0.16,0.08,0.52,0.41,0.48,-0.03,0.47,0.43,38003,0.063018211,0,-0.1739,-0.034418678,0.040842101,-0.003389153,0.068939426,-0.097074739,0.009837229,-0.002281626,-0.018551993,-0.002824998,0.023801737,0.012749854,0.009283859,3.7,5344,45028,21422,10113,1513,83420,1986465,0.009283859,-0.2,0.24,0.09,-0.2,0.45,0.29,0.41,-0.34,0.4,0.31,-0.017338901,0.1,0.0898,0.2077,0.041572988,0.009808371,-0.016241013,0.061632941,0.05053947,0.041184425,0.023981965,0.025243564,0.025417583,0.022521059,0.019696559,0.001564254,0.006757129,-3.69,-1557,23129,33772,28390,2451,86185,1434269,0.006757129,-0.2,0.03,-0.27,-0.43,0.12,0.2,-0.73,0.21,0.48,0.010388212,0,0.03455474,-0.204920173,0.011464742,-0.052450051,0.065215273,-0.004255791,0.001858589,0.010643922,-0.006960354,-0.021611693,0.020448447,0.004023876,0.035561082,-8.31,3424,-10556,-51408,-14601,-9232,-82373,7390539,0.035561082,-0.1,0.26,0.38,-0.36,0.22,0.46,-0.36,0.52,1.15,-0.065769266,0,0.064704045,0.25227613,-0.017454069,-0.111515306,0.350859692,-0.011178741,-0.018875687,-0.015731025,-0.014753882,-0.03545203,-0.01520001,-0.003138649,-0.018223598,-0.93,5004,18466,14396,4100,9842,51808,-3754513,-0.018223598,-0.2,0.57,2013-10-01,0
0.46,0.57,0.68,0.56,0.41,0.69,0.36,0.41,0.08,0.4,0.54,0.63,-0.014728228,0,0.1903,0.04790066,-0.172737852,0.012072992,-0.025149962,0.209078314,0.007953068,0.57,0.96,0.14,0.92,0.6,0.7,0.51,1.07,0.52,0.26,29793,0.047428423,0.1,-0.0558,-0.033981558,0.040087525,-0.016604526,0.009955486,-0.10251921,0.001644859,0.022179208,0.012300592,0.028276552,0.044979023,0.011086961,0.009512852,2.5,-4241,-37828,-56823,-8210,-9073,-116175,2054683,0.009512852,-0.2,0.35,0.16,0.08,0.52,0.41,0.48,-0.03,0.47,0.43,0.063018211,0,-0.0819,-0.1739,-0.034418678,0.040842101,-0.003389153,0.068939426,-0.097074739,0.009837229,-0.002281626,-0.018551993,-0.002824998,0.023801737,0.012749854,0.00461049,0.009283859,3.7,5344,45028,21422,10113,1513,83420,1986465,0.009283859,-0.2,0.24,0.09,-0.2,0.29,0.41,-0.34,0.4,0.31,-0.017338901,0.1,0.041572988,0.009808371,-0.016241013,0.061632941,0.05053947,0.041184425,0.023981965,0.025243564,0.025417583,0.022521059,0.019696559,0.001564254,0.006757129,-3.69,-1557,23129,33772,28390,2451,86185,1434269,0.006757129,-0.2,0.03,-0.27,-0.43,0.12,0.2,-0.73,0.21,0.48,0.010388212,0,0.03455474,-0.204920173,0.011464742,-0.052450051,0.065215273,-0.004255791,0.001858589,0.010643922,-0.006960354,-0.021611693,0.020448447,0.004023876,0.035561082,-8.31,3424,-10556,-51408,-14601,-9232,-82373,7390539,0.035561082,-0.1,0.54,2013-11-01,0
0.65,0.75,0.69,0.89,0.79,0.52,1.85,0.41,0.05,0.74,0.92,0.77,-0.014558551,-0.1,0.2837,0.020797991,0.090567552,-0.006604976,-0.038078175,-0.033486974,0.028883316,0.54,0.5,0.48,0.55,0.6,0.56,0.57,0.41,0.53,0.35,25090,-0.014728228,0,0.1903,0.04790066,-0.172737852,0.012072992,-0.025149962,0.209078314,0.007953068,0.013390862,0.001455835,0.015619437,0.043042692,0.005165387,0.020650535,-1.23,-7236,-7880,-12781,-4703,-14807,-47407,4528156,0.020650535,-0.2,0.57,0.14,0.92,0.6,0.7,0.51,1.07,0.52,0.26,0.047428423,0.1,-0.0118,-0.0558,-0.033981558,0.040087525,-0.016604526,0.009955486,-0.10251921,0.001644859,0.022179208,0.012300592,0.028276552,0.044979023,0.011086961,0.001149309,0.009512852,2.5,-4241,-37828,-56823,-8210,-9073,-116175,2054683,0.009512852,-0.2,0.35,0.16,0.08,0.41,0.48,-0.03,0.47,0.43,0.063018211,0,-0.034418678,0.040842101,-0.003389153,0.068939426,-0.097074739,0.009837229,-0.002281626,-0.018551993,-0.002824998,0.023801737,0.012749854,0.00461049,0.009283859,3.7,5344,45028,21422,10113,1513,83420,1986465,0.009283859,-0.2,0.24,0.09,-0.2,0.29,0.41,-0.34,0.4,0.31,-0.017338901,0.1,0.041572988,0.009808371,-0.016241013,0.061632941,0.05053947,0.041184425,0.023981965,0.025243564,0.025417583,0.022521059,0.019696559,0.001564254,0.006757129,-3.69,-1557,23129,33772,28390,2451,86185,1434269,0.006757129,-0.2,0.92,2013-12-01,0
0.94,0.67,0.99,0.84,0.9,0.55,-0.03,0.48,0.57,0.03,0.55,0.71,-0.06715013,-0.1,-0.3842,0.015019312,-0.002348383,0.00652316,-0.034265547,0.040029512,0.010115303,0.92,0.68,0.91,0.87,0.96,0.92,0.74,0.79,0.77,0.1,-105332,-0.014558551,-0.1,0.2837,0.020797991,0.090567552,-0.006604976,-0.038078175,-0.033486974,0.028883316,-0.009160062,-0.031418215,-0.000466919,0.025412629,-0.010021798,0.081448333,-1.44,-19471,-63483,-245114,-130422,-38440,-496930,18799880,0.081448333,-0.3,0.54,0.48,0.55,0.6,0.56,0.57,0.41,0.53,0.35,-0.014728228,0,-0.0236,0.1903,0.04790066,-0.172737852,0.012072992,-0.025149962,0.209078314,0.007953068,0.013390862,0.001455835,0.015619437,0.043042692,0.005165387,0.002362073,0.020650535,-1.23,-7236,-7880,-12781,-4703,-14807,-47407,4528156,0.020650535,-0.2,0.57,0.14,0.92,0.7,0.51,1.07,0.52,0.26,0.047428423,0.1,-0.033981558,0.040087525,-0.016604526,0.009955486,-0.10251921,0.001644859,0.022179208,0.012300592,0.028276552,0.044979023,0.011086961,0.001149309,0.009512852,2.5,-4241,-37828,-56823,-8210,-9073,-116175,2054683,0.009512852,-0.2,0.35,0.16,0.08,0.41,0.48,-0.03,0.47,0.43,0.063018211,0,-0.034418678,0.040842101,-0.003389153,0.068939426,-0.097074739,0.009837229,-0.002281626,-0.018551993,-0.002824998,0.023801737,0.012749854,0.00461049,0.009283859,3.7,5344,45028,21422,10113,1513,83420,1986465,0.009283859,-0.2,0.55,2014-01-01,0
0.52,0.7,0.66,0.56,0.22,0.77,-0.05,0.74,5.97,0.14,0.69,0.64,0.032601555,-0.1,0.0036,-0.000572372,0.082385929,-0.004904696,-0.036723642,-0.070725001,-0.005707222,0.55,0.67,0.38,1.09,0.52,0.6,0.5,0.9,0.5,0.88,39892,-0.06715013,-0.1,-0.3842,0.015019312,-0.002348383,0.00652316,-0.034265547,0.040029512,0.010115303,0.018137678,-0.052527313,0.097125694,0.022590241,0.039982293,-0.019841677,-4.83,11595,20363,234796,145224,67061,479039,-4721892,-0.019841677,0.2,0.92,0.91,0.87,0.96,0.92,0.74,0.79,0.77,0.1,-0.014558551,-0.1,0.0985,0.2837,0.020797991,0.090567552,-0.006604976,-0.038078175,-0.033486974,0.028883316,-0.009160062,-0.031418215,-0.000466919,0.025412629,-0.010021798,0.002625469,0.081448333,-1.44,-19471,-63483,-245114,-130422,-38440,-496930,18799880,0.081448333,-0.3,0.54,0.48,0.55,0.56,0.57,0.41,0.53,0.35,-0.014728228,0,0.04790066,-0.172737852,0.012072992,-0.025149962,0.209078314,0.007953068,0.013390862,0.001455835,0.015619437,0.043042692,0.005165387,0.002362073,0.020650535,-1.23,-7236,-7880,-12781,-4703,-14807,-47407,4528156,0.020650535,-0.2,0.57,0.14,0.92,0.7,0.51,1.07,0.52,0.26,0.047428423,0.1,-0.033981558,0.040087525,-0.016604526,0.009955486,-0.10251921,0.001644859,0.022179208,0.012300592,0.028276552,0.044979023,0.011086961,0.001149309,0.009512852,2.5,-4241,-37828,-56823,-8210,-9073,-116175,2054683,0.009512852,-0.2,0.69,2014-02-01,0
0.74,0.73,0.85,1.92,2.43,0.33,1.38,0.43,0.53,-1.26,0.92,0.84,0.030227438,0.2,0.0704,-0.023693347,-0.037155923,-0.007381344,-0.00679784,-0.064564182,-0.020709901,0.69,0.26,0.4,0.49,0.92,0.78,0.79,0.22,0.82,0.33,79990,0.032601555,-0.1,0.0036,-0.000572372,0.082385929,-0.004904696,-0.036723642,-0.070725001,-0.005707222,0.033518327,0.038461089,0.00684211,0.057574366,0.041544314,-0.033657824,4.65,10926,28231,137938,40098,14035,231228,-7798657,-0.033657824,0.4,0.55,0.38,1.09,0.52,0.6,0.5,0.9,0.5,0.88,-0.06715013,-0.1,-0.0522,-0.3842,0.015019312,-0.002348383,0.00652316,-0.034265547,0.040029512,0.010115303,0.018137678,-0.052527313,0.097125694,0.022590241,0.039982293,-0.002895138,-0.019841677,-4.83,11595,20363,234796,145224,67061,479039,-4721892,-0.019841677,0.2,0.92,0.91,0.87,0.92,0.74,0.79,0.77,0.1,-0.014558551,-0.1,0.020797991,0.090567552,-0.006604976,-0.038078175,-0.033486974,0.028883316,-0.009160062,-0.031418215,-0.000466919,0.025412629,-0.010021798,0.002625469,0.081448333,-1.44,-19471,-63483,-245114,-130422,-38440,-496930,18799880,0.081448333,-0.3,0.54,0.48,0.55,0.56,0.57,0.41,0.53,0.35,-0.014728228,0,0.04790066,-0.172737852,0.012072992,-0.025149962,0.209078314,0.007953068,0.013390862,0.001455835,0.015619437,0.043042692,0.005165387,0.002362073,0.020650535,-1.23,-7236,-7880,-12781,-4703,-14807,-47407,4528156,0.020650535,-0.2,0.92,2014-03-01,0
0.53,0.78,0.77,1.19,1.52,0.87,0.32,1.01,0.03,0.02,0.67,0.8,0.003346241,0.3,-0.0721,-0.041465986,-0.039145823,2.75e-05,0.089853906,-0.091707362,0.003512242,0.92,0.8,-0.02,1.94,0.88,1.2,0.58,2.43,0.65,0.28,26062,0.030227438,0.2,0.0704,-0.023693347,-0.037155923,-0.007381344,-0.00679784,-0.064564182,-0.020709901,-0.033791453,-0.001855165,-0.050943335,-0.05770349,-0.04850396,-0.020777057,-10.61,-6477,-44609,-112288,-53928,-30404,-247706,-4684732,-0.020777057,0.4,0.69,0.4,0.49,0.92,0.78,0.79,0.22,0.82,0.33,0.032601555,-0.1,-0.0108,0.0036,-0.000572372,0.082385929,-0.004904696,-0.036723642,-0.070725001,-0.005707222,0.033518327,0.038461089,0.00684211,0.057574366,0.041544314,-0.002092404,-0.033657824,4.65,10926,28231,137938,40098,14035,231228,-7798657,-0.033657824,0.4,0.55,0.38,1.09,0.6,0.5,0.9,0.5,0.88,-0.06715013,-0.1,0.015019312,-0.002348383,0.00652316,-0.034265547,0.040029512,0.010115303,0.018137678,-0.052527313,0.097125694,0.022590241,0.039982293,-0.002895138,-0.019841677,-4.83,11595,20363,234796,145224,67061,479039,-4721892,-0.019841677,0.2,0.92,0.91,0.87,0.92,0.74,0.79,0.77,0.1,-0.014558551,-0.1,0.020797991,0.090567552,-0.006604976,-0.038078175,-0.033486974,0.028883316,-0.009160062,-0.031418215,-0.000466919,0.025412629,-0.010021798,0.002625469,0.081448333,-1.44,-19471,-63483,-245114,-130422,-38440,-496930,18799880,0.081448333,-0.3,0.67,2014-04-01,0
0.25,0.58,0.52,0.58,0.41,0.61,-0.45,0.98,0.13,0.11,0.46,0.43,0.034298937,0.2,-0.17,-0.00451344,-0.13993578,0.001719484,0.031594532,-0.057630688,0.003810766,0.67,0.67,0.77,1.2,0.41,0.64,0.52,1.52,0.47,0.88,27723,0.003346241,0.3,-0.0721,-0.041465986,-0.039145823,2.75e-05,0.089853906,-0.091707362,0.003512242,-0.016954865,0.011931978,-0.046136235,-0.020350298,-0.031848249,0.008580409,-5.53,5589,11252,56943,1661,16822,92267,1922887,0.008580409,-0.1,0.92,-0.02,1.94,0.88,1.2,0.58,2.43,0.65,0.28,0.030227438,0.2,0.1014,0.0704,-0.023693347,-0.037155923,-0.007381344,-0.00679784,-0.064564182,-0.020709901,-0.033791453,-0.001855165,-0.050943335,-0.05770349,-0.04850396,-0.001487592,-0.020777057,-10.61,-6477,-44609,-112288,-53928,-30404,-247706,-4684732,-0.020777057,0.4,0.69,0.4,0.49,0.78,0.79,0.22,0.82,0.33,0.032601555,-0.1,-0.000572372,0.082385929,-0.004904696,-0.036723642,-0.070725001,-0.005707222,0.033518327,0.038461089,0.00684211,0.057574366,0.041544314,-0.002092404,-0.033657824,4.65,10926,28231,137938,40098,14035,231228,-7798657,-0.033657824,0.4,0.55,0.38,1.09,0.6,0.5,0.9,0.5,0.88,-0.06715013,-0.1,0.015019312,-0.002348383,0.00652316,-0.034265547,0.040029512,0.010115303,0.018137678,-0.052527313,0.097125694,0.022590241,0.039982293,-0.002895138,-0.019841677,-4.83,11595,20363,234796,145224,67061,479039,-4721892,-0.019841677,0.2,0.46,2014-05-01,0
0.04,0.47,0.33,-0.11,-0.6,0.55,0.37,0.6,0.02,-0.02,0.4,0.35,0.026231012,0,0.0545,0.006436942,-0.066578356,0.00578044,0.011345373,-0.066525251,-0.011825895,0.46,0.72,0.59,0.41,0.42,0.42,0.54,0.41,0.44,2.05,2713,0.034298937,0.2,-0.17,-0.00451344,-0.13993578,0.001719484,0.031594532,-0.057630688,0.003810766,-0.012504611,-0.020992063,0.008957903,-0.038145909,0.002177373,-0.00971385,-10.77,2090,8687,-24147,-25010,-8168,-46548,-2175662,-0.00971385,-0.1,0.67,0.77,1.2,0.41,0.64,0.52,1.52,0.47,0.88,0.003346241,0.3,-0.0079,-0.0721,-0.041465986,-0.039145823,2.75e-05,0.089853906,-0.091707362,0.003512242,-0.016954865,0.011931978,-0.046136235,-0.020350298,-0.031848249,-0.004612054,0.008580409,-5.53,5589,11252,56943,1661,16822,92267,1922887,0.008580409,-0.1,0.92,-0.02,1.94,1.2,0.58,2.43,0.65,0.28,0.030227438,0.2,-0.023693347,-0.037155923,-0.007381344,-0.00679784,-0.064564182,-0.020709901,-0.033791453,-0.001855165,-0.050943335,-0.05770349,-0.04850396,-0.001487592,-0.020777057,-10.61,-6477,-44609,-112288,-53928,-30404,-247706,-4684732,-0.020777057,0.4,0.69,0.4,0.49,0.78,0.79,0.22,0.82,0.33,0.032601555,-0.1,-0.000572372,0.082385929,-0.004904696,-0.036723642,-0.070725001,-0.005707222,0.033518327,0.038461089,0.00684211,0.057574366,0.041544314,-0.002092404,-0.033657824,4.65,10926,28231,137938,40098,14035,231228,-7798657,-0.033657824,0.4,0.4,2014-06-01,0
0.16,0.17,0.1,-0.15,-0.51,1.2,-0.98,0.5,0.04,-0.79,0.01,0.12,0.019141298,-0.2,0.0274,-0.005003425,0.052363965,0.001080746,0.035980082,0.033086376,0.025590012,0.4,0.36,0.25,-0.39,0.73,0.44,0.71,-0.6,0.73,0.66,-7895,0.026231012,0,0.0545,0.006436942,-0.066578356,0.00578044,0.011345373,-0.066525251,-0.011825895,-0.035772955,-0.017552601,-0.052372928,-0.062423199,-0.019939829,0.002141708,-2.11,2144,6527,-31242,-10608,-294,-33473,477875,0.002141708,-0.2,0.46,0.59,0.41,0.42,0.42,0.54,0.41,0.44,2.05,0.034298937,0.2,-0.0374,-0.17,-0.00451344,-0.13993578,0.001719484,0.031594532,-0.057630688,0.003810766,-0.012504611,-0.020992063,0.008957903,-0.038145909,0.002177373,-0.005043287,-0.00971385,-10.77,2090,8687,-24147,-25010,-8168,-46548,-2175662,-0.00971385,-0.1,0.67,0.77,1.2,0.64,0.52,1.52,0.47,0.88,0.003346241,0.3,-0.041465986,-0.039145823,2.75e-05,0.089853906,-0.091707362,0.003512242,-0.016954865,0.011931978,-0.046136235,-0.020350298,-0.031848249,-0.004612054,0.008580409,-5.53,5589,11252,56943,1661,16822,92267,1922887,0.008580409,-0.1,0.92,-0.02,1.94,1.2,0.58,2.43,0.65,0.28,0.030227438,0.2,-0.023693347,-0.037155923,-0.007381344,-0.00679784,-0.064564182,-0.020709901,-0.033791453,-0.001855165,-0.050943335,-0.05770349,-0.04850396,-0.001487592,-0.020777057,-10.61,-6477,-44609,-112288,-53928,-30404,-247706,-4684732,-0.020777057,0.4,0.01,2014-07-01,0
0.34,0.14,0.12,-0.15,-0.61,0.94,0.33,0.41,0.43,0.1,0.25,0.23,0.022289201,0.1,-0.2147,0.019003794,0.099798962,0.01622997,0.036181499,0.033547314,0.00172886,0.01,0.27,0.39,-0.28,0.01,-0.1,0.19,-0.51,0.02,0.75,-5560,0.019141298,-0.2,0.0274,-0.005003425,0.052363965,0.001080746,0.035980082,0.033086376,0.025590012,0.003730508,-0.008824492,0.031939414,-0.013054824,0.004257862,0.011692386,2.18,2967,6591,-24313,2335,-1147,-13567,2627022,0.011692386,0.1,0.4,0.25,-0.39,0.73,0.44,0.71,-0.6,0.73,0.66,0.026231012,0,0.0837,0.0545,0.006436942,-0.066578356,0.00578044,0.011345373,-0.066525251,-0.011825895,-0.035772955,-0.017552601,-0.052372928,-0.062423199,-0.019939829,-0.020152511,0.002141708,-2.11,2144,6527,-31242,-10608,-294,-33473,477875,0.002141708,-0.2,0.46,0.59,0.41,0.42,0.54,0.41,0.44,2.05,0.034298937,0.2,-0.00451344,-0.13993578,0.001719484,0.031594532,-0.057630688,0.003810766,-0.012504611,-0.020992063,0.008957903,-0.038145909,0.002177373,-0.005043287,-0.00971385,-10.77,2090,8687,-24147,-25010,-8168,-46548,-2175662,-0.00971385,-0.1,0.67,0.77,1.2,0.64,0.52,1.52,0.47,0.88,0.003346241,0.3,-0.041465986,-0.039145823,2.75e-05,0.089853906,-0.091707362,0.003512242,-0.016954865,0.011931978,-0.046136235,-0.020350298,-0.031848249,-0.004612054,0.008580409,-5.53,5589,11252,56943,1661,16822,92267,1922887,0.008580409,-0.1,0.25,2014-08-01,0
0.21,0.39,0.49,0.78,0.76,0.77,0.63,0.33,0.18,0.13,0.57,0.44,-0.07701213,0.1,0.1457,0.030131051,-0.006902996,0.030234005,0.009127804,-0.037529355,-0.020423306,0.25,0.11,0.51,-0.3,0.38,0.17,0.42,-0.61,0.39,0.08,10581,0.022289201,0.1,-0.2147,0.019003794,0.099798962,0.01622997,0.036181499,0.033547314,0.00172886,0.01790202,0.039077998,-0.020572371,0.031393364,0.017186607,0.001542183,0.99,-1334,36066,36970,16141,1786,89629,348793,0.001542183,0,0.01,0.39,-0.28,0.01,-0.1,0.19,-0.51,0.02,0.75,0.019141298,-0.2,0.0709,0.0274,-0.005003425,0.052363965,0.001080746,0.035980082,0.033086376,0.025590012,0.003730508,-0.008824492,0.031939414,-0.013054824,0.004257862,0.008469332,0.011692386,2.18,2967,6591,-24313,2335,-1147,-13567,2627022,0.011692386,0.1,0.4,0.25,-0.39,0.44,0.71,-0.6,0.73,0.66,0.026231012,0,0.006436942,-0.066578356,0.00578044,0.011345373,-0.066525251,-0.011825895,-0.035772955,-0.017552601,-0.052372928,-0.062423199,-0.019939829,-0.020152511,0.002141708,-2.11,2144,6527,-31242,-10608,-294,-33473,477875,0.002141708,-0.2,0.46,0.59,0.41,0.42,0.54,0.41,0.44,2.05,0.034298937,0.2,-0.00451344,-0.13993578,0.001719484,0.031594532,-0.057630688,0.003810766,-0.012504611,-0.020992063,0.008957903,-0.038145909,0.002177373,-0.005043287,-0.00971385,-10.77,2090,8687,-24147,-25010,-8168,-46548,-2175662,-0.00971385,-0.1,0.57,2014-09-01,0
0.37,0.48,0.43,0.46,0.48,0.68,0.39,0.39,0.11,-0.05,0.42,0.49,0.011727566,0.3,-0.1535,0.047788368,0.29844046,0.015466332,-0.069917942,0.119843272,-0.031468904,0.57,0.66,0.4,0.58,0.58,0.62,0.55,0.76,0.53,0.15,21535,-0.07701213,0.1,0.1457,0.030131051,-0.006902996,0.030234005,0.009127804,-0.037529355,-0.020423306,0.008883668,-0.010561724,0.012942701,0.027797204,0.02832864,0.023883823,8.38,-2096,20950,-5289,10954,-2159,22360,5471007,0.023883823,-0.1,0.25,0.51,-0.3,0.38,0.17,0.42,-0.61,0.39,0.08,0.022289201,0.1,-0.0394,-0.2147,0.019003794,0.099798962,0.01622997,0.036181499,0.033547314,0.00172886,0.01790202,0.039077998,-0.020572371,0.031393364,0.017186607,0.006957628,0.001542183,0.99,-1334,36066,36970,16141,1786,89629,348793,0.001542183,0,0.01,0.39,-0.28,-0.1,0.19,-0.51,0.02,0.75,0.019141298,-0.2,-0.005003425,0.052363965,0.001080746,0.035980082,0.033086376,0.025590012,0.003730508,-0.008824492,0.031939414,-0.013054824,0.004257862,0.008469332,0.011692386,2.18,2967,6591,-24313,2335,-1147,-13567,2627022,0.011692386,0.1,0.4,0.25,-0.39,0.44,0.71,-0.6,0.73,0.66,0.026231012,0,0.006436942,-0.066578356,0.00578044,0.011345373,-0.066525251,-0.011825895,-0.035772955,-0.017552601,-0.052372928,-0.062423199,-0.019939829,-0.020152511,0.002141708,-2.11,2144,6527,-31242,-10608,-294,-33473,477875,0.002141708,-0.2,0.42,2014-10-01,0
