"var_ipc_fipe","var_ipca_15","var_ipc_br","ipca_monitor_1","ipca_monitor_11","ipca_monitor_2","ipca_monitor_5","ipca_monitor_6","ipca_monitor_8","ipca_monitor_9","ipca_monitor_0","ipca_focus","MSCI_emerging_log_1_diff","NOAA_Index_1_diff","U.S..Treasury.10.years.nominal.yield_1_diff","BRL_USD_log_1_diff","VIX_log_1_diff","DXY_log_1_diff","Ibovespa_log_1_diff","Brasil_CDS5Y_log_1_diff","crb_metals_log_1_diff","var_ipca_bacen_lag1","var_comercializaveis_bacen_lag1","var_administrados_bacen_lag1","var_bens_nao_duraveis_bacen_lag1","var_nucleo_por_exclusao_ex0_bacen_lag1","var_livres_bacen_lag1","var_nucleo_por_exclusao_ex1_bacen_lag1","var_alimentacao_em_domicilio_bacen_lag1","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag1","var_incc_lag1","caged_saldo_sul_lag1","MSCI_emerging_log_1_diff_lag1","NOAA_Index_1_diff_lag1","U.S..Treasury.10.years.nominal.yield_1_diff_lag1","BRL_USD_log_1_diff_lag1","VIX_log_1_diff_lag1","DXY_log_1_diff_lag1","Ibovespa_log_1_diff_lag1","Brasil_CDS5Y_log_1_diff_lag1","crb_metals_log_1_diff_lag1","consu_energia_brasil_total_log_1_diff_lag1","consu_energia_industr_log_1_diff_lag1","consu_energia_residencia_log_1_diff_lag1","consu_energia_comercial_log_1_diff_lag1","consu_energia_outros_log_1_diff_lag1","base_monetaria_log_1_diff_lag1","consume_confidence_1_diff_lag1","caged_saldo_norte_1_diff_lag1","caged_saldo_nordeste_1_diff_lag1","caged_saldo_sudeste_1_diff_lag1","caged_saldo_sul_1_diff_lag1","caged_saldo_centro_oeste_1_diff_lag1","caged_saldo_brasil_1_diff_lag1","base_monetaria_2_diff_lag1","base_monetaria_log_2_diff_lag1","PNAD_DESOC_2_diff_lag1","var_ipca_bacen_lag2","var_administrados_bacen_lag2","var_bens_nao_duraveis_bacen_lag2","var_nucleo_por_exclusao_ex0_bacen_lag2","var_livres_bacen_lag2","var_nucleo_por_exclusao_ex1_bacen_lag2","var_alimentacao_em_domicilio_bacen_lag2","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag2","var_incc_lag2","MSCI_emerging_log_1_diff_lag2","NOAA_Index_1_diff_lag2","U.S..Treasury.2.years.nominal.yield_1_diff_lag2","U.S..Treasury.10.years.nominal.yield_1_diff_lag2","BRL_USD_log_1_diff_lag2","VIX_log_1_diff_lag2","DXY_log_1_diff_lag2","Ibovespa_log_1_diff_lag2","Brasil_CDS5Y_log_1_diff_lag2","crb_metals_log_1_diff_lag2","consu_energia_brasil_total_log_1_diff_lag2","consu_energia_industr_log_1_diff_lag2","consu_energia_residencia_log_1_diff_lag2","consu_energia_comercial_log_1_diff_lag2","consu_energia_outros_log_1_diff_lag2","ibc_br_sa_log_1_diff_lag2","base_monetaria_log_1_diff_lag2","consume_confidence_1_diff_lag2","caged_saldo_norte_1_diff_lag2","caged_saldo_nordeste_1_diff_lag2","caged_saldo_sudeste_1_diff_lag2","caged_saldo_sul_1_diff_lag2","caged_saldo_centro_oeste_1_diff_lag2","caged_saldo_brasil_1_diff_lag2","base_monetaria_2_diff_lag2","base_monetaria_log_2_diff_lag2","PNAD_DESOC_2_diff_lag2","var_ipca_bacen_lag3","var_administrados_bacen_lag3","var_bens_nao_duraveis_bacen_lag3","var_livres_bacen_lag3","var_nucleo_por_exclusao_ex1_bacen_lag3","var_alimentacao_em_domicilio_bacen_lag3","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag3","var_incc_lag3","MSCI_emerging_log_1_diff_lag3","NOAA_Index_1_diff_lag3","BRL_USD_log_1_diff_lag3","VIX_log_1_diff_lag3","DXY_log_1_diff_lag3","Ibovespa_log_1_diff_lag3","Brasil_CDS5Y_log_1_diff_lag3","crb_metals_log_1_diff_lag3","consu_energia_brasil_total_log_1_diff_lag3","consu_energia_industr_log_1_diff_lag3","consu_energia_residencia_log_1_diff_lag3","consu_energia_comercial_log_1_diff_lag3","consu_energia_outros_log_1_diff_lag3","ibc_br_sa_log_1_diff_lag3","base_monetaria_log_1_diff_lag3","consume_confidence_1_diff_lag3","caged_saldo_norte_1_diff_lag3","caged_saldo_nordeste_1_diff_lag3","caged_saldo_sudeste_1_diff_lag3","caged_saldo_sul_1_diff_lag3","caged_saldo_centro_oeste_1_diff_lag3","caged_saldo_brasil_1_diff_lag3","base_monetaria_2_diff_lag3","base_monetaria_log_2_diff_lag3","PNAD_DESOC_2_diff_lag3","var_ipca_bacen_lag4","var_administrados_bacen_lag4","var_bens_nao_duraveis_bacen_lag4","var_livres_bacen_lag4","var_nucleo_por_exclusao_ex1_bacen_lag4","var_alimentacao_em_domicilio_bacen_lag4","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag4","var_incc_lag4","MSCI_emerging_log_1_diff_lag4","NOAA_Index_1_diff_lag4","BRL_USD_log_1_diff_lag4","VIX_log_1_diff_lag4","DXY_log_1_diff_lag4","Ibovespa_log_1_diff_lag4","Brasil_CDS5Y_log_1_diff_lag4","crb_metals_log_1_diff_lag4","consu_energia_brasil_total_log_1_diff_lag4","consu_energia_industr_log_1_diff_lag4","consu_energia_residencia_log_1_diff_lag4","consu_energia_comercial_log_1_diff_lag4","consu_energia_outros_log_1_diff_lag4","ibc_br_sa_log_1_diff_lag4","base_monetaria_log_1_diff_lag4","consume_confidence_1_diff_lag4","caged_saldo_norte_1_diff_lag4","caged_saldo_nordeste_1_diff_lag4","caged_saldo_sudeste_1_diff_lag4","caged_saldo_sul_1_diff_lag4","caged_saldo_centro_oeste_1_diff_lag4","caged_saldo_brasil_1_diff_lag4","base_monetaria_2_diff_lag4","base_monetaria_log_2_diff_lag4","PNAD_DESOC_2_diff_lag4","var_ipca_bacen","data","dummy"
0.05,0.16,-0.32,-0.5,-0.93,-0.77,-0.52,0.46,0.08,0.09,-0.23,-0.17,0.010008796,0,0.1009,0.027402082,-0.033117752,-0.013128359,-0.048790674,0.063819186,-0.004030793,0.31,0.02,1.56,-0.44,0.05,-0.09,0.51,-0.56,0.17,0.63,-10595,0.029138117,0.1,-0.0774,0.022081466,-0.185004138,-0.018627103,0.010005402,0.002558512,-0.008678971,-0.032870137,-0.037313461,-0.017758916,-0.060105074,-0.017505918,-0.002682532,-5.52,115,1491,-7348,-16132,-3729,-25603,-666297,-0.002682532,-0.3,0.14,-0.6,0.34,0.29,0.38,0.15,0.68,0.43,-0.02,0.021662509,0.1,0.0079,-0.1072,0.003414937,0.092687827,-0.007100021,-0.008640648,-0.021811978,-0.021580028,-0.027910184,0.01776271,-0.087153561,-0.034226301,-0.012931215,7.39e-05,0.002741776,-0.37,5520,28376,74379,3813,11392,123480,680992,0.002741776,-0.1,0.25,0.48,0.18,0.18,0.42,0.31,0.24,0.16,0.024923557,0.3,0.008028473,0.040989497,0.001113566,-0.021544946,-0.008720671,0.01634056,0.043089481,0.032031989,0.066268554,0.035916698,0.032805118,-0.001550216,-0.014152727,-4.42,-3929,7513,-52528,-33698,-16594,-99236,-3535343,-0.014152727,0.5,0.33,0.58,-0.47,0.25,0.59,-0.75,0.63,0.65,0.030142906,0.1,-0.030241804,-0.024378026,-0.00547479,0.043150373,-0.109073247,0.008259537,-0.013631053,0.022623189,-0.046064167,-0.012158991,-0.031580753,0.015536458,-0.034482497,11.55,4105,3795,54576,11031,2969,76476,-8826104,-0.034482497,0.6,-0.23,2017-06-01,1
-0.01,-0.18,0.38,-0.47,-0.81,1.64,0.34,0.37,-0.02,-0.02,0.24,0.16,0.057910234,-0.2,-0.0095,-0.029676978,-0.017807342,-0.020892163,0.039335389,-0.057818398,0.029861632,-0.23,-0.24,-0.83,-0.81,0.22,-0.04,0.08,-0.93,0.34,0.93,-14620,0.010008796,0,0.1009,0.027402082,-0.033117752,-0.013128359,-0.048790674,0.063819186,-0.004030793,-0.001075142,0.026078986,-0.013621932,-0.033387868,-0.002209946,0.009834996,-3.43,2871,4609,-29418,-4025,1531,-24432,2451613,0.009834996,-0.3,0.31,1.56,-0.44,0.05,-0.09,0.51,-0.56,0.17,0.63,0.029138117,0.1,0.0199,-0.0774,0.022081466,-0.185004138,-0.018627103,0.010005402,0.002558512,-0.008678971,-0.032870137,-0.037313461,-0.017758916,-0.060105074,-0.017505918,-0.002218608,-0.002682532,-5.52,115,1491,-7348,-16132,-3729,-25603,-666297,-0.002682532,-0.3,0.14,-0.6,0.34,0.38,0.15,0.68,0.43,-0.02,0.021662509,0.1,0.003414937,0.092687827,-0.007100021,-0.008640648,-0.021811978,-0.021580028,-0.027910184,0.01776271,-0.087153561,-0.034226301,-0.012931215,7.39e-05,0.002741776,-0.37,5520,28376,74379,3813,11392,123480,680992,0.002741776,-0.1,0.25,0.48,0.18,0.18,0.42,0.31,0.24,0.16,0.024923557,0.3,0.008028473,0.040989497,0.001113566,-0.021544946,-0.008720671,0.01634056,0.043089481,0.032031989,0.066268554,0.035916698,0.032805118,-0.001550216,-0.014152727,-4.42,-3929,7513,-52528,-33698,-16594,-99236,-3535343,-0.014152727,0.5,0.24,2017-07-01,1
0.1,0.35,0.13,-1.07,-1.84,0.57,1.53,0.41,0.24,-0.56,0.19,0.38,0.022055522,-0.2,-0.1772,-0.01492436,0.149761305,-0.018509006,0.064541829,-0.113912465,0.036547171,0.24,-0.39,1.28,-0.54,0.11,-0.09,0.4,-0.81,0.16,0.3,-62,0.057910234,-0.2,-0.0095,-0.029676978,-0.017807342,-0.020892163,0.039335389,-0.057818398,0.029861632,-0.019445867,0.010173317,-0.034122066,-0.051969249,-0.025609594,0.003474425,4.72,3499,1660,2491,14558,3871,26079,871865,0.003474425,-0.2,-0.23,-0.83,-0.81,0.22,-0.04,0.08,-0.93,0.34,0.93,0.010008796,0,0.0999,0.1009,0.027402082,-0.033117752,-0.013128359,-0.048790674,0.063819186,-0.004030793,-0.001075142,0.026078986,-0.013621932,-0.033387868,-0.002209946,0.006641111,0.009834996,-3.43,2871,4609,-29418,-4025,1531,-24432,2451613,0.009834996,-0.3,0.31,1.56,-0.44,-0.09,0.51,-0.56,0.17,0.63,0.029138117,0.1,0.022081466,-0.185004138,-0.018627103,0.010005402,0.002558512,-0.008678971,-0.032870137,-0.037313461,-0.017758916,-0.060105074,-0.017505918,-0.002218608,-0.002682532,-5.52,115,1491,-7348,-16132,-3729,-25603,-666297,-0.002682532,-0.3,0.14,-0.6,0.34,0.38,0.15,0.68,0.43,-0.02,0.021662509,0.1,0.003414937,0.092687827,-0.007100021,-0.008640648,-0.021811978,-0.021580028,-0.027910184,0.01776271,-0.087153561,-0.034226301,-0.012931215,7.39e-05,0.002741776,-0.37,5520,28376,74379,3813,11392,123480,680992,0.002741776,-0.1,0.19,2017-08-01,1
0.02,0.11,-0.02,-0.41,-0.74,-0.12,0.79,0.32,0.04,0.5,0.16,0.1,-0.003989066,-0.3,0.2166,-0.005474668,-0.144247919,-0.008609161,0.076928019,-0.0515315,0.011130156,0.19,-0.34,1.73,-1.11,0.11,-0.31,0.17,-1.84,0.15,0.36,5935,0.022055522,-0.2,-0.1772,-0.01492436,0.149761305,-0.018509006,0.064541829,-0.113912465,0.036547171,0.01291781,0.012240744,0.004401079,0.009570882,0.032224833,-0.006019451,-3.3,-2071,13323,-10136,5997,-7556,-443,-1508589,-0.006019451,-0.2,0.24,1.28,-0.54,0.11,-0.09,0.4,-0.81,0.16,0.3,0.057910234,-0.2,-0.0326,-0.0095,-0.029676978,-0.017807342,-0.020892163,0.039335389,-0.057818398,0.029861632,-0.019445867,0.010173317,-0.034122066,-0.051969249,-0.025609594,0.002864174,0.003474425,4.72,3499,1660,2491,14558,3871,26079,871865,0.003474425,-0.2,-0.23,-0.83,-0.81,-0.04,0.08,-0.93,0.34,0.93,0.010008796,0,0.027402082,-0.033117752,-0.013128359,-0.048790674,0.063819186,-0.004030793,-0.001075142,0.026078986,-0.013621932,-0.033387868,-0.002209946,0.006641111,0.009834996,-3.43,2871,4609,-29418,-4025,1531,-24432,2451613,0.009834996,-0.3,0.31,1.56,-0.44,-0.09,0.51,-0.56,0.17,0.63,0.029138117,0.1,0.022081466,-0.185004138,-0.018627103,0.010005402,0.002558512,-0.008678971,-0.032870137,-0.037313461,-0.017758916,-0.060105074,-0.017505918,-0.002218608,-0.002682532,-5.52,115,1491,-7348,-16132,-3729,-25603,-666297,-0.002682532,-0.3,0.16,2017-09-01,1
0.32,0.34,0.33,-0.05,-0.17,1.33,0.49,0.52,0.06,0.4,0.42,0.48,0.034465922,-0.3,0.0457,0.018769902,-0.02256243,0.014685394,0.024054889,-0.063865273,-0.006973777,0.16,0,0.24,-0.37,0.37,0.13,0.13,-0.74,0.3,0.06,10534,-0.003989066,-0.3,0.2166,-0.005474668,-0.144247919,-0.008609161,0.076928019,-0.0515315,0.011130156,0.029738777,-0.001889632,0.057683336,0.057265898,0.023581608,0.018161945,-1.81,2074,9680,-10615,4599,-6803,-1065,4579504,0.018161945,-0.2,0.19,1.73,-1.11,0.11,-0.31,0.17,-1.84,0.15,0.36,0.022055522,-0.2,-0.0236,-0.1772,-0.01492436,0.149761305,-0.018509006,0.064541829,-0.113912465,0.036547171,0.01291781,0.012240744,0.004401079,0.009570882,0.032224833,-0.005662821,-0.006019451,-3.3,-2071,13323,-10136,5997,-7556,-443,-1508589,-0.006019451,-0.2,0.24,1.28,-0.54,-0.09,0.4,-0.81,0.16,0.3,0.057910234,-0.2,-0.029676978,-0.017807342,-0.020892163,0.039335389,-0.057818398,0.029861632,-0.019445867,0.010173317,-0.034122066,-0.051969249,-0.025609594,0.002864174,0.003474425,4.72,3499,1660,2491,14558,3871,26079,871865,0.003474425,-0.2,-0.23,-0.83,-0.81,-0.04,0.08,-0.93,0.34,0.93,0.010008796,0,0.027402082,-0.033117752,-0.013128359,-0.048790674,0.063819186,-0.004030793,-0.001075142,0.026078986,-0.013621932,-0.033387868,-0.002209946,0.006641111,0.009834996,-3.43,2871,4609,-29418,-4025,1531,-24432,2451613,0.009834996,-0.3,0.42,2017-10-01,1
0.29,0.32,0.36,-0.38,-0.72,1.27,0.52,0.34,0.03,0.15,0.28,0.38,0.002008412,-0.1,0.0304,0.019536913,0.026557525,0.0020328,-0.036850784,-0.02773963,-0.015615905,0.42,0.03,0.98,0.01,0.34,0.23,0.43,-0.17,0.34,0.31,21444,0.034465922,-0.3,0.0457,0.018769902,-0.02256243,0.014685394,0.024054889,-0.063865273,-0.006973777,0.008347741,-0.003649383,0.007004339,0.026901234,0.016272886,-0.000567085,3.14,-1139,8157,22539,10910,1740,42207,-144251,-0.000567085,-0.2,0.16,0.24,-0.37,0.37,0.13,0.13,-0.74,0.3,0.06,-0.003989066,-0.3,0.1572,0.2166,-0.005474668,-0.144247919,-0.008609161,0.076928019,-0.0515315,0.011130156,0.029738777,-0.001889632,0.057683336,0.057265898,0.023581608,0.00058984,0.018161945,-1.81,2074,9680,-10615,4599,-6803,-1065,4579504,0.018161945,-0.2,0.19,1.73,-1.11,-0.31,0.17,-1.84,0.15,0.36,0.022055522,-0.2,-0.01492436,0.149761305,-0.018509006,0.064541829,-0.113912465,0.036547171,0.01291781,0.012240744,0.004401079,0.009570882,0.032224833,-0.005662821,-0.006019451,-3.3,-2071,13323,-10136,5997,-7556,-443,-1508589,-0.006019451,-0.2,0.24,1.28,-0.54,-0.09,0.4,-0.81,0.16,0.3,0.057910234,-0.2,-0.029676978,-0.017807342,-0.020892163,0.039335389,-0.057818398,0.029861632,-0.019445867,0.010173317,-0.034122066,-0.051969249,-0.025609594,0.002864174,0.003474425,4.72,3499,1660,2491,14558,3871,26079,871865,0.003474425,-0.2,0.28,2017-11-01,1
0.55,0.35,0.21,0.54,0.42,-0.4,1.23,0.4,0.15,-0.11,0.44,0.29,0.035267352,-0.2,-0.0043,0.011505981,-0.01393144,-0.005883102,0.005288715,-0.054566411,0.013050802,0.28,-0.13,1.32,-0.29,0.11,-0.07,0.21,-0.72,0.08,0.31,15181,0.002008412,-0.1,0.0304,0.019536913,0.026557525,0.0020328,-0.036850784,-0.02773963,-0.015615905,0.012404944,0.010351915,0.025358076,0.024595834,-0.019190354,0.009043503,1.15,-4608,-34043,-29973,-6263,-14004,-88891,2310200,0.009043503,-0.2,0.42,0.98,0.01,0.34,0.23,0.43,-0.17,0.34,0.31,0.034465922,-0.3,0.117,0.0457,0.018769902,-0.02256243,0.014685394,0.024054889,-0.063865273,-0.006973777,0.008347741,-0.003649383,0.007004339,0.026901234,0.016272886,0.002870498,-0.000567085,3.14,-1139,8157,22539,10910,1740,42207,-144251,-0.000567085,-0.2,0.16,0.24,-0.37,0.13,0.13,-0.74,0.3,0.06,-0.003989066,-0.3,-0.005474668,-0.144247919,-0.008609161,0.076928019,-0.0515315,0.011130156,0.029738777,-0.001889632,0.057683336,0.057265898,0.023581608,0.00058984,0.018161945,-1.81,2074,9680,-10615,4599,-6803,-1065,4579504,0.018161945,-0.2,0.19,1.73,-1.11,-0.31,0.17,-1.84,0.15,0.36,0.022055522,-0.2,-0.01492436,0.149761305,-0.018509006,0.064541829,-0.113912465,0.036547171,0.01291781,0.012240744,0.004401079,0.009570882,0.032224833,-0.005662821,-0.006019451,-3.3,-2071,13323,-10136,5997,-7556,-443,-1508589,-0.006019451,-0.2,0.44,2017-12-01,1
0.46,0.39,0.69,0.74,1.12,-0.85,1.1,0.42,0.22,0.11,0.29,0.4,0.080051559,0.1,0.2996,-0.027051018,0.071144198,-0.028525109,0.093224312,-0.113934158,0.058514069,0.44,0.49,0.21,0.48,0.55,0.52,0.29,0.42,0.46,0.07,-72740,0.035267352,-0.2,-0.0043,0.011505981,-0.01393144,-0.005883102,0.005288715,-0.054566411,0.013050802,-0.005564452,-0.015285671,-0.001833821,0.01707407,-0.017372858,0.095380577,5.5,-11865,-38090,-157975,-87921,-20396,-316247,25680968,0.095380577,-0.2,0.28,1.32,-0.29,0.11,-0.07,0.21,-0.72,0.08,0.31,0.002008412,-0.1,0.1823,0.0304,0.019536913,0.026557525,0.0020328,-0.036850784,-0.02773963,-0.015615905,0.012404944,0.010351915,0.025358076,0.024595834,-0.019190354,-0.000588149,0.009043503,1.15,-4608,-34043,-29973,-6263,-14004,-88891,2310200,0.009043503,-0.2,0.42,0.98,0.01,0.23,0.43,-0.17,0.34,0.31,0.034465922,-0.3,0.018769902,-0.02256243,0.014685394,0.024054889,-0.063865273,-0.006973777,0.008347741,-0.003649383,0.007004339,0.026901234,0.016272886,0.002870498,-0.000567085,3.14,-1139,8157,22539,10910,1740,42207,-144251,-0.000567085,-0.2,0.16,0.24,-0.37,0.13,0.13,-0.74,0.3,0.06,-0.003989066,-0.3,-0.005474668,-0.144247919,-0.008609161,0.076928019,-0.0515315,0.011130156,0.029738777,-0.001889632,0.057683336,0.057265898,0.023581608,0.00058984,0.018161945,-1.81,2074,9680,-10615,4599,-6803,-1065,4579504,0.018161945,-0.2,0.29,2018-01-01,1
-0.42,0.38,0.17,-0.33,-0.61,0.22,0.74,0.38,3.89,0.05,0.32,0.32,-0.047228331,0,0.1556,0.011143849,0.690474324,-0.01208289,0.044420672,0.056580272,0.025840215,0.29,0.01,0.2,0.9,0.11,0.32,-0.03,1.12,0.2,0.31,46754,0.080051559,0.1,0.2996,-0.027051018,0.071144198,-0.028525109,0.093224312,-0.113934158,0.058514069,0.011272888,-0.019333579,0.044113486,-0.0011818,0.032784775,-0.018594069,7.5,7021,28297,196320,119494,55229,406361,-5200457,-0.018594069,0.472340913,0.44,0.21,0.48,0.55,0.52,0.29,0.42,0.46,0.07,0.035267352,-0.2,0.101,-0.0043,0.011505981,-0.01393144,-0.005883102,0.005288715,-0.054566411,0.013050802,-0.005564452,-0.015285671,-0.001833821,0.01707407,-0.017372858,0.015832235,0.095380577,5.5,-11865,-38090,-157975,-87921,-20396,-316247,25680968,0.095380577,-0.2,0.28,1.32,-0.29,-0.07,0.21,-0.72,0.08,0.31,0.002008412,-0.1,0.019536913,0.026557525,0.0020328,-0.036850784,-0.02773963,-0.015615905,0.012404944,0.010351915,0.025358076,0.024595834,-0.019190354,-0.000588149,0.009043503,1.15,-4608,-34043,-29973,-6263,-14004,-88891,2310200,0.009043503,-0.2,0.42,0.98,0.01,0.23,0.43,-0.17,0.34,0.31,0.034465922,-0.3,0.018769902,-0.02256243,0.014685394,0.024054889,-0.063865273,-0.006973777,0.008347741,-0.003649383,0.007004339,0.026901234,0.016272886,0.002870498,-0.000567085,3.14,-1139,8157,22539,10910,1740,42207,-144251,-0.000567085,-0.2,0.32,2018-02-01,1
0,0.1,0.17,0.07,-0.18,0.19,-0.25,0.48,0.28,-0.33,0.09,0.14,-0.018769868,0.2,-0.1217,0.010479068,-0.144618534,0.002291494,0.00662743,0.000917535,-0.003348629,0.32,-0.2,0.55,-0.32,0.47,0.24,0.4,-0.61,0.47,0.13,37071,-0.047228331,0,0.1556,0.011143849,0.690474324,-0.01208289,0.044420672,0.056580272,0.025840215,-0.022367892,-0.026053212,-0.025238467,-0.005137336,-0.029348346,-0.030847229,3.61,5880,-19918,13101,-9683,-6014,-16634,-8417016,-0.030847229,0.432961089,0.29,0.2,0.9,0.11,0.32,-0.03,1.12,0.2,0.31,0.080051559,0.1,0.2576,0.2996,-0.027051018,0.071144198,-0.028525109,0.093224312,-0.113934158,0.058514069,0.011272888,-0.019333579,0.044113486,-0.0011818,0.032784775,-0.006608833,-0.018594069,7.5,7021,28297,196320,119494,55229,406361,-5200457,-0.018594069,0.472340913,0.44,0.21,0.48,0.52,0.29,0.42,0.46,0.07,0.035267352,-0.2,0.011505981,-0.01393144,-0.005883102,0.005288715,-0.054566411,0.013050802,-0.005564452,-0.015285671,-0.001833821,0.01707407,-0.017372858,0.015832235,0.095380577,5.5,-11865,-38090,-157975,-87921,-20396,-316247,25680968,0.095380577,-0.2,0.28,1.32,-0.29,-0.07,0.21,-0.72,0.08,0.31,0.002008412,-0.1,0.019536913,0.026557525,0.0020328,-0.036850784,-0.02773963,-0.015615905,0.012404944,0.010351915,0.025358076,0.024595834,-0.019190354,-0.000588149,0.009043503,1.15,-4608,-34043,-29973,-6263,-14004,-88891,2310200,0.009043503,-0.2,0.09,2018-03-01,1
-0.03,0.21,0.34,0.09,0.27,0.17,0,0.91,0.08,-0.07,0.22,0.3,-0.004434597,0.2,0.2142,0.03927027,-0.040561286,0.004669261,-0.001935736,0.075158103,0.013141562,0.09,-0.13,0.23,-0.07,0.1,0.04,0.13,-0.18,0.14,0.24,21091,-0.018769868,0.2,-0.1217,0.010479068,-0.144618534,0.002291494,0.00662743,0.000917535,-0.003348629,0.048292806,0.08323964,0.024652864,0.038092441,0.027529612,-0.013814779,-4.93,-869,12345,11610,-15980,-12143,-5037,-3686158,-0.013814779,0.537531002,0.32,0.55,-0.32,0.47,0.24,0.4,-0.61,0.47,0.13,-0.047228331,0,0.1094,0.1556,0.011143849,0.690474324,-0.01208289,0.044420672,0.056580272,0.025840215,-0.022367892,-0.026053212,-0.025238467,-0.005137336,-0.029348346,-0.002772712,-0.030847229,3.61,5880,-19918,13101,-9683,-6014,-16634,-8417016,-0.030847229,0.432961089,0.29,0.2,0.9,0.32,-0.03,1.12,0.2,0.31,0.080051559,0.1,-0.027051018,0.071144198,-0.028525109,0.093224312,-0.113934158,0.058514069,0.011272888,-0.019333579,0.044113486,-0.0011818,0.032784775,-0.006608833,-0.018594069,7.5,7021,28297,196320,119494,55229,406361,-5200457,-0.018594069,0.472340913,0.44,0.21,0.48,0.52,0.29,0.42,0.46,0.07,0.035267352,-0.2,0.011505981,-0.01393144,-0.005883102,0.005288715,-0.054566411,0.013050802,-0.005564452,-0.015285671,-0.001833821,0.01707407,-0.017372858,0.015832235,0.095380577,5.5,-11865,-38090,-157975,-87921,-20396,-316247,25680968,0.095380577,-0.2,0.22,2018-04-01,1
0.19,0.14,0.41,0.32,0.36,0.83,0.4,0.57,0.06,0.16,0.4,0.3,-0.036065203,0.3,-0.0945,0.063557799,-0.269343361,0.03338008,-0.032719894,0.138041714,-0.014794593,0.22,-0.01,0.6,0.12,0.04,0.09,0.2,0.27,0.21,0.29,13298,-0.004434597,0.2,0.2142,0.03927027,-0.040561286,0.004669261,-0.001935736,0.075158103,0.013141562,-0.010073189,-0.023890159,-0.001423607,-0.002418381,-0.004408977,-0.010770452,-5.7,4541,18055,31439,-7793,13505,59747,-2838729,-0.010770452,-0.243683433,0.09,0.23,-0.07,0.1,0.04,0.13,-0.18,0.14,0.24,-0.018769868,0.2,0.0161,-0.1217,0.010479068,-0.144618534,0.002291494,0.00662743,0.000917535,-0.003348629,0.048292806,0.08323964,0.024652864,0.038092441,0.027529612,-0.001462416,-0.013814779,-4.93,-869,12345,11610,-15980,-12143,-5037,-3686158,-0.013814779,0.537531002,0.32,0.55,-0.32,0.24,0.4,-0.61,0.47,0.13,-0.047228331,0,0.011143849,0.690474324,-0.01208289,0.044420672,0.056580272,0.025840215,-0.022367892,-0.026053212,-0.025238467,-0.005137336,-0.029348346,-0.002772712,-0.030847229,3.61,5880,-19918,13101,-9683,-6014,-16634,-8417016,-0.030847229,0.432961089,0.29,0.2,0.9,0.32,-0.03,1.12,0.2,0.31,0.080051559,0.1,-0.027051018,0.071144198,-0.028525109,0.093224312,-0.113934158,0.058514069,0.011272888,-0.019333579,0.044113486,-0.0011818,0.032784775,-0.006608833,-0.018594069,7.5,7021,28297,196320,119494,55229,406361,-5200457,-0.018594069,0.472340913,0.4,2018-05-01,1
1.01,1.11,1.19,2.03,3.09,2.48,1.58,0.37,0.02,0,1.26,1.17,-0.042435484,0.2,0.0015,0.040770141,-0.019991015,0.010698409,-0.124235482,0.299056873,-0.001192814,0.4,0.02,1.37,0.19,-0.01,0.07,0.25,0.36,0.11,0.23,-13413,-0.036065203,0.3,-0.0945,0.063557799,-0.269343361,0.03338008,-0.032719894,0.138041714,-0.014794593,-0.035822635,-0.038423929,-0.045606601,-0.056221814,0.010760125,0.004849952,3.56,-2750,6263,-47234,-26711,-11807,-82239,1274501,0.004849952,-0.171453909,0.22,0.6,0.12,0.04,0.09,0.2,0.27,0.21,0.29,-0.004434597,0.2,0.2218,0.2142,0.03927027,-0.040561286,0.004669261,-0.001935736,0.075158103,0.013141562,-0.010073189,-0.023890159,-0.001423607,-0.002418381,-0.004408977,0.005473068,-0.010770452,-5.7,4541,18055,31439,-7793,13505,59747,-2838729,-0.010770452,-0.243683433,0.09,0.23,-0.07,0.04,0.13,-0.18,0.14,0.24,-0.018769868,0.2,0.010479068,-0.144618534,0.002291494,0.00662743,0.000917535,-0.003348629,0.048292806,0.08323964,0.024652864,0.038092441,0.027529612,-0.001462416,-0.013814779,-4.93,-869,12345,11610,-15980,-12143,-5037,-3686158,-0.013814779,0.537531002,0.32,0.55,-0.32,0.24,0.4,-0.61,0.47,0.13,-0.047228331,0,0.011143849,0.690474324,-0.01208289,0.044420672,0.056580272,0.025840215,-0.022367892,-0.026053212,-0.025238467,-0.005137336,-0.029348346,-0.002772712,-0.030847229,3.61,5880,-19918,13101,-9683,-6014,-16634,-8417016,-0.030847229,0.432961089,1.26,2018-06-01,1
